id mostra,depuradora,N1(CG/L),N2(CG/L),IP4(CG/L),E(CG/L),Cabal últimes 24h(m3),Pluja(mm),Observacions,Valor puntual
DMOF-2020-08-31,MONTFERRER,1316,300,,,2910,0,,true
DMOF-2020-09-07,MONTFERRER,6622,22517,,,,,Canvi Metodològic,false
DMOF-2020-09-14,MONTFERRER,4093,252,,,3500,0,,false
DMOF-2020-09-21,MONTFERRER,995,143,,,3910,0,,false
DMOF-2020-09-28,MONTFERRER,862,171,,,4611,0,,false
DMOF-2020-10-05,MONTFERRER,90281,34235,,,3640,0,,false
DMOF-2020-10-12,MONTFERRER,40824,29251,,,3820,0,,false
DMOF-2020-10-20,MONTFERRER,54127,166072,,,,,,false
DMOF-2020-10-26,MONTFERRER,71107,49035,,,2396,20,,false
DMOF-2020-11-02,MONTFERRER,247791,243995,,,,,,false
DMOF-2020-11-09,MONTFERRER,66112,56382,,,3597,0,,false
DMOF-2020-11-16,MONTFERRER,1249546,410403,,,2094,0,,false
DMOF-2020-11-23,MONTFERRER,64310,11067,,,2171,0,,false
DMOF-2020-11-30,MONTFERRER,109340,60274,,,2102,0,,false
DMOF-2020-12-08,MONTFERRER,101479,274221,,,,,,false
DMOF-2020-12-14,MONTFERRER,123737,135978,,,2493,0,,false
DMOF-2020-12-21,MONTFERRER,5028,23424,,,1913,0,,false
DMOF-2020-12-28,MONTFERRER,305577,307561,,,1838,0,,false
DMOF-2021-01-04,MONTFERRER,92063,42128,,,1779,0,,false
DMOF-2021-01-12,MONTFERRER,236541,299560,,,,,,false
DMOF-2021-01-18,MONTFERRER,50743,67843,,,1998,0,,false
DMOF-2021-01-25,MONTFERRER,108797,60233,,,,,,false
DMOF-2021-02-01,MONTFERRER,12264,20531,,,2392,30,,false
DMOF-2021-02-08,MONTFERRER,17845,28748,,,1821,30,,false
DMOF-2021-02-15,MONTFERRER,6600,869,,,2309,0,,false
DMOF-2021-02-23,MONTFERRER,726,1325,,,,,,false
DMOF-2021-03-01,MONTFERRER,74283,66607,,,1020,0,,false
DMOF-2021-03-08,MONTFERRER,336601,642482,,,2280,0,,false
DMOF-2021-03-15,MONTFERRER,137262,76571,,,2291,0,,false
DMOF-2021-03-22,MONTFERRER,51789,41226,,,2403,0,,false
DMOF-2021-03-29,MONTFERRER,51876,2589,,,4878,0,,false
DMOF-2021-04-05,MONTFERRER,11902,171,,,4416,0,,false
DMOF-2021-04-12,MONTFERRER,48649,38284,,,3569,0,,false
DMOF-2021-04-19,MONTFERRER,16744,23868,,,4171,0,,false
DMOF-2021-04-26,MONTFERRER,51321,23165,,,4569,20,,false
DMOF-2021-05-03,MONTFERRER,123291,77261,,,2050,0,,false
DMOF-2021-05-10,MONTFERRER,6944,200,,,1145,10,,false
DMOF-2021-05-17,MONTFERRER,10301,4462,,,3365,0,,false
DMOF-2021-05-24,MONTFERRER,8949,4822,,,4981,0,,false
DMOF-2021-05-31,MONTFERRER,260,260,,,2719,20,,false
DMOF-2021-06-07,MONTFERRER,15097,29489,,,4757,20,,false
DMOF-2021-06-14,MONTFERRER,200,200,,,4686,0,,false
DMOF-2021-06-21,MONTFERRER,200,200,,,6065,0,,false
DMOF-2021-06-28,MONTFERRER,200,3348,,,5336,0,,true
DMOF-2021-07-05,MONTFERRER,133581,92184,,,4800,0,,false
DMOF-2021-07-12,MONTFERRER,276630,298119,,,4975,0,Canvi metodològic,false
DMOF-2021-07-19,MONTFERRER,319161,288592,,,4652,0,,false
DMOF-2021-07-26,MONTFERRER,30595,43425,,,4727,0,,false
DMOF-2021-08-02,MONTFERRER,15431,10586,,,3821,10,,false
DMOF-2021-08-09,MONTFERRER,7400,14593,,,4195,0,,false
DMOF-2021-08-16,MONTFERRER,3888,6697,,,4271,0,,false
DMOF-2021-08-23,MONTFERRER,11635,10638,,,3654,10,,false
DMOF-2021-08-30,MONTFERRER,12220,2840,,,2571,30,,false
DMOF-2021-09-06,MONTFERRER,228,3375,,,2337,0,,false
DMOF-2021-09-13,MONTFERRER,11283,280,,,4609,0,,false
DMOF-2021-09-20,MONTFERRER,352,352,,,5195,10,,false
DMOF-2021-09-27,MONTFERRER,352,352,,,4120,0,,false
DMOF-2021-10-04,MONTFERRER,23968,22355,,,4197,0,,false
DMOF-2021-10-12,MONTFERRER,2136,6746,,,4432,0,,false
DMOF-2021-10-18,MONTFERRER,7478,25780,,,4379,0,,false
DMOF-2021-10-26,MONTFERRER,1410,1489,,,,,,false
DMOF-2021-11-02,MONTFERRER,416,4869,,,,,,false
DMOF-2021-11-08,MONTFERRER,17572,5839,,,2663,0,,false
DMOF-2021-11-15,MONTFERRER,151722,37864,,,2477,0,,false
DMOF-2021-11-22,MONTFERRER,15408,4571,,,1792,20,,false
DMOF-2021-11-29,MONTFERRER,117217,121064,,,2625,10,,false
DMOF-2021-12-08,MONTFERRER,89424,92503,,,2573,10,,false
DMOF-2021-12-13,MONTFERRER,2201486,3220737,,,2419,0,,false
DMOF-2021-12-20,MONTFERRER,402910,264083,,,2217,0,,false
DMOF-2021-12-27,MONTFERRER,119765,191678,,,2365,0,,false
DMOF-2022-01-03,MONTFERRER,74020,64012,,,2463,0,,false
DMOF-2022-01-10,MONTFERRER,1582099,656940,,,2661,0,,false
DMOF-2022-01-17,MONTFERRER,213199,376634,,,2369,10,,false
DMOF-2022-01-24,MONTFERRER,1855760,1192714,,,2333,0,,false
DMOF-2022-01-31,MONTFERRER,191676,405100,,,2084,0,,false
DMOF-2022-02-07,MONTFERRER,315652,1285992,,,2505,0,,false
DMOF-2022-02-14,MONTFERRER,73412,120136,,,2340,0,,false
DMOF-2022-02-21,MONTFERRER,97118,164748,,,2340,0,,false
DMOF-2022-02-28,MONTFERRER,150570,171498,,,2840,0,,false
DMOF-2022-03-07,MONTFERRER,25233,54887,,,,,,false
DMOF-2022-03-14,MONTFERRER,42370,21670,,,,,,false
DMOF-2022-03-21,MONTFERRER,15669,17420,,,,,,false
DMOF-2022-03-28,MONTFERRER,132058,135859,,,,,,false
DMOF-2022-04-04,MONTFERRER,84807,119200,,,3944,0,,false
DMOF-2022-04-11,MONTFERRER,61932,42017,,,4164,0,,false
DMOF-2022-04-19,MONTFERRER,134669,144282,,,,,,false
DMOF-2022-04-25,MONTFERRER,112450,70791,,,4904,0,,false
DMOF-2022-05-02,MONTFERRER,24431,2148,,,4528,0,,false
DMOF-2022-05-09,MONTFERRER,353636,389336,,,5395,0,,false
DMOF-2022-05-16,MONTFERRER,327147,396256,,,4990,0,,false
DMOF-2022-05-23,MONTFERRER,39539,28922,,,4653,20,,false
DMOF-2022-05-30,MONTFERRER,255664,310478,,,3318,0,,false
DMOF-2022-06-06,MONTFERRER,139480,135291,,,4974,0,,false
DMOF-2022-06-13,MONTFERRER,59653,129784,,,4818,0,,false
DMOF-2022-06-20,MONTFERRER,216700,269241,,,4418,0,,false
DMOF-2022-06-27,MONTFERRER,90374,117144,,,4912,5,,false
DMOF-2022-07-04,MONTFERRER,359505,355437,,,3832,0,,false
DMOF-2022-07-11,MONTFERRER,149125,151308,,,4207,0,,false
DMOF-2022-07-18,MONTFERRER,79483,74211,,,4970,0,,false
DMOF-2022-07-25,MONTFERRER,235291,522929,,,,,,false
DMOF-2022-08-08,MONTFERRER,28037,16591,,,4748,0,,false
DMOF-2022-08-22,MONTFERRER,26402,61215,,,4496,0,,false
DMOF-2022-09-05,MONTFERRER,34319,83648,,,4697,10,,false
DMOF-2022-09-12,MONTFERRER,63692,37639,,,3997,10,,false
DMOF-2022-09-19,MONTFERRER,94942,139535,,,4044,0,,false
DMOF-2022-09-27,MONTFERRER,125509,175040,,,,,,false
DMOF-2022-10-03,MONTFERRER,124908,259462,,,,,,false
DMRT-2020-07-06,MARTORELL,148,,148,148,8379,0,,false
DMRT-2020-07-13,MARTORELL,148,,148,148,7907,,,false
DMRT-2020-07-20,MARTORELL,353,,458,148,8532,0,,false
DMRT-2020-07-27,MARTORELL,413,,1280,148,7738,0,,false
DMRT-2020-08-03,MARTORELL,2873,,148,,7982,0,Valor Puntual,false
DMRT-2020-08-10,MARTORELL,5838,,532,,6716,0,,false
DMRT-2020-08-17,MARTORELL,15558,,98219,,6998,,,false
DMRT-2020-08-24,MARTORELL,2009802,,5127164,,6681,0,Canvi metodològic,false
DMRT-2020-08-31,MARTORELL,128529,,492980,,7295,0,,false
DMRT-2020-09-07,MARTORELL,344513,,249728,,8967,9,,false
DMRT-2020-09-14,MARTORELL,85255,,12575,,7790,0,,false
DMRT-2020-09-21,MARTORELL,443857,,136396,,8534,2,,false
DMRT-2020-09-28,MARTORELL,115361,,52261,,7522,0,,false
DMRT-2020-10-05,MARTORELL,2953963,,756235,,7459,0,,false
DMRT-2020-10-12,MARTORELL,1822170,,257305,,7018,0,,false
DMRT-2020-10-19,MARTORELL,4943306,,1554607,,7521,0,,false
DMRT-2020-10-26,MARTORELL,6630398,,208284,,7588,0,,false
DMRT-2020-11-02,MARTORELL,8157364,,981433,,7465,0,,false
DMRT-2020-11-09,MARTORELL,566594,,151606,,8617,0,,false
DMRT-2020-11-16,MARTORELL,1466195,,1210073,,8644,0,,false
DMRT-2020-11-23,MARTORELL,662117,,165005,,8560,0,,false
DMRT-2020-11-30,MARTORELL,1303134,,1852554,,8144,0,,false
DMRT-2020-12-08,MARTORELL,1653461,,533876,,7245,0,,false
DMRT-2020-12-14,MARTORELL,1947883,,314417,,8270,0,,false
DMRT-2020-12-21,MARTORELL,1004413,,261490,,8027,0,,false
DMRT-2020-12-28,MARTORELL,949349,,404506,,7799,17,,false
DMRT-2021-01-04,MARTORELL,4010491,,1247060,,7551,0,,false
DMRT-2021-01-11,MARTORELL,2945095,,988517,,8764,0,,false
DMRT-2021-01-18,MARTORELL,2032088,,5039518,,8618,0,,false
DMRT-2021-01-25,MARTORELL,901558,,1079071,,8472,0,,false
DMRT-2021-02-01,MARTORELL,1674187,,1216870,,8783,0,,false
DMRT-2021-02-08,MARTORELL,1223593,,307125,,9738,1,,false
DMRT-2021-02-15,MARTORELL,755856,,340428,,8515,0.1,,false
DMRT-2021-02-22,MARTORELL,552437,,756055,,14684,15,,false
DMRT-2021-03-01,MARTORELL,308075,,10888,,8618,0,,false
DMRT-2021-03-08,MARTORELL,150032,,12192,,8588,1,,false
DMRT-2021-03-15,MARTORELL,1656890,,75695,,8605,0,Repetida dues vegades,false
DMRT-2021-03-22,MARTORELL,444167,,1951,,8513,0,,false
DMRT-2021-03-29,MARTORELL,365562,,3804,,8044,0,,false
DMRT-2021-04-05,MARTORELL,149919,,,,7255,0,,false
DMRT-2021-04-05,MARTORELL,,,169892,,7255,0,,false
DMRT-2021-04-12,MARTORELL,247617,,10534,,8926,0,,false
DMRT-2021-04-19,MARTORELL,57991,,105398,,8051,17.2,,false
DMRT-2021-04-26,MARTORELL,144940,,90074,,10222,10,,false
DMRT-2021-05-03,MARTORELL,90516,,173053,,8081,18.1,,false
DMRT-2021-05-10,MARTORELL,72576,,26116,,8118,0,,false
DMRT-2021-05-17,MARTORELL,43417,,905,,7940,0,,false
DMRT-2021-05-24,MARTORELL,185723,,8259,,7924,0,,false
DMRT-2021-05-31,MARTORELL,303891,,142764,,7526,0,,false
DMRT-2021-06-07,MARTORELL,37699,,6667,,7610,0,,false
DMRT-2021-06-14,MARTORELL,68790,,9396,,8024,19,,false
DMRT-2021-06-21,MARTORELL,60338,,10891,,7346,,,false
DMRT-2021-06-28,MARTORELL,73551,,18753,,7362,0,,false
DMRT-2021-07-05,MARTORELL,597758,,194182,,5720,19,,false
DMRT-2021-07-12,MARTORELL,1067230,,406585,,7660,0,,false
DMRT-2021-07-19,MARTORELL,1071577,,276672,,7135,0,,false
DMRT-2021-07-26,MARTORELL,460028,,122304,,7924,6,,false
DMRT-2021-08-02,MARTORELL,941019,,245602,,7092,0,,false
DMRT-2021-08-09,MARTORELL,1617399,,1741961,,6354,0,,false
DMRT-2021-08-16,MARTORELL,319271,,220539,,6158,0,,false
DMRT-2021-08-23,MARTORELL,761870,,1620706,,6758,0,,false
DMRT-2021-08-30,MARTORELL,377013,,333127,,,0,,false
DMRT-2021-09-06,MARTORELL,226754,,24353,,7116,0,,false
DMRT-2021-09-13,MARTORELL,163357,,32045,,7148,0,,false
DMRT-2021-09-20,MARTORELL,427804,,163685,,7612,0,,false
DMRT-2021-09-27,MARTORELL,60768,,32945,,7314,0,,false
DMRT-2021-10-04,MARTORELL,91034,,27915,,9068,3,,false
DMRT-2021-10-18,MARTORELL,66748,,13524,,7402,0,,false
DMRT-2021-10-25,MARTORELL,71068,,1667,,7562,0,,false
DMRT-2021-11-01,MARTORELL,68422,,15498,,,,,false
DMRT-2021-11-08,MARTORELL,147644,,66073,,7242,0,,false
DMRT-2021-11-15,MARTORELL,252855,,286578,,7936,0,,false
DMRT-2021-11-22,MARTORELL,457793,,1206298,,7394,0,,false
DMRT-2021-11-29,MARTORELL,372272,,116880,,7594,0,,false
DMRT-2021-12-06,MARTORELL,606677,,254273,,,,,false
DMRT-2021-12-13,MARTORELL,2100375,,486162,,7096,0,,false
DMRT-2021-12-20,MARTORELL,2226155,,987237,,6865,0,,false
DMRT-2021-12-27,MARTORELL,2507516,,2281478,,6860,0,,false
DMRT-2022-01-03,MARTORELL,2311325,,1435012,,6863,0,,false
DMRT-2022-01-10,MARTORELL,1718703,,1502544,,7179,0,,false
DMRT-2022-01-17,MARTORELL,1540554,,589655,,,,,false
DMRT-2022-01-24,MARTORELL,896752,,957575,,7846,0,,false
DMRT-2022-01-31,MARTORELL,1093681,,322251,,7731,0,,false
DMRT-2022-02-07,MARTORELL,1628707,,375567,,7648,0,,false
DMRT-2022-02-14,MARTORELL,256584,,87119,,7827,0,,false
DMRT-2022-02-21,MARTORELL,105454,,40756,,7828,0,,false
DMRT-2022-02-28,MARTORELL,518969,,123037,,7736,0,,false
DMRT-2022-03-07,MARTORELL,594163,,201652,,7596,0,,false
DMRT-2022-03-21,MARTORELL,638682,,380137,,8589,0,,false
DMRT-2022-03-28,MARTORELL,458422,,186849,,7865,0,,false
DMRT-2022-04-04,MARTORELL,798119,,276921,,7576,0,,false
DMRT-2022-04-11,MARTORELL,612778,,675131,,7943,0,,false
DMRT-2022-04-19,MARTORELL,1349912,,490819,,7941,3,,false
DMRT-2022-05-02,MARTORELL,804214,,403840,,8141,1,,false
DMRT-2022-05-09,MARTORELL,1223590,,800131,,7561,0,,false
DMRT-2022-05-16,MARTORELL,408762,,211437,,7836,0,,false
DMRT-2022-05-23,MARTORELL,1182465,,946382,,7174,0,,false
DMRT-2022-05-30,MARTORELL,973967,,578188,,7418,0,,false
DMRT-2022-06-06,MARTORELL,3315092,,479763,,,,,false
DMRT-2022-06-13,MARTORELL,913911,,507222,,7550,0,,false
DMRT-2022-06-20,MARTORELL,1863372,,670559,,7554,0,,false
DMRT-2022-06-27,MARTORELL,4280999,,2804237,,6921,0,,false
DMRT-2022-07-04,MARTORELL,3404892,,881945,,6899,0,,false
DMRT-2022-07-11,MARTORELL,1515806,,384548,,6824,0,,false
DMRT-2022-07-18,MARTORELL,2151126,,828108,,6794,0,,false
DMRT-2022-07-25,MARTORELL,1518088,,199887,,6988,0,,false
DMRT-2022-08-08,MARTORELL,1361854,,242023,,5828,0,,false
DMRT-2022-09-05,MARTORELL,603720,,45282,,7003,0,,false
DMRT-2022-09-12,MARTORELL,672596,,77243,,7700,0,,false
DMRT-2022-09-19,MARTORELL,3248287,,85251,,7240,0,,false
DMRT-2022-09-26,MARTORELL,556852,,140986,,7634,0,,false
DOLO-2020-07-06,OLOT,1632,,,457,16839,0,,false
DOLO-2020-07-13,OLOT,7091,,,343,17244,5,,false
DOLO-2020-07-20,OLOT,71289,9755,,,15254,0,,false
DOLO-2020-07-27,OLOT,1939,719,,,16319,0,,false
DOLO-2020-08-03,OLOT,3144,1335,,,15679,0,,false
DOLO-2020-08-10,OLOT,19900,964,,,14482,0,,false
DOLO-2020-08-17,OLOT,10910,3034,,,14575,0.2,,false
DOLO-2020-08-24,OLOT,4561,536,,,14268,0,,true
DOLO-2020-08-31,OLOT,321,321,,,15421,0,,false
DOLO-2020-09-08,OLOT,4975,407,,,,,,true
DOLO-2020-09-14,OLOT,904,1291,,,15492,0,,false
DOLO-2020-09-21,OLOT,7292,9770,,,17418,30,,false
DOLO-2020-09-28,OLOT,3612,8239,,,14833,0,,false
DOLO-2020-10-05,OLOT,23346,26321,,,15451,0,,false
DOLO-2020-10-12,OLOT,5138,5315,,,13860,0,,false
DOLO-2020-10-19,OLOT,21270,20004,,,17566,0,,false
DOLO-2020-10-26,OLOT,60688,59874,,,15594,0,,false
DOLO-2020-11-02,OLOT,28141,10555,,,15009,0,,false
DOLO-2020-11-09,OLOT,7307,6957,,,15253,0,,false
DOLO-2020-11-16,OLOT,5619,13558,,,14555,0,,false
DOLO-2020-11-23,OLOT,33673,35522,,,13066,0,,false
DOLO-2020-11-30,OLOT,30081,49813,,,19846,0,,false
DOLO-2020-12-08,OLOT,35079,7897,,,14477,0,,false
DOLO-2020-12-14,OLOT,3400,5937,,,15746,0,,false
DOLO-2020-12-21,OLOT,2842,8083,,,15358,0,,false
DOLO-2020-12-28,OLOT,10825,3876,,,14137,0,,false
DOLO-2021-01-04,OLOT,6297,11251,,,13666,0,,false
DOLO-2021-01-11,OLOT,8377,9627,,,17271,0,,false
DOLO-2021-01-18,OLOT,68085,43576,,,16384,0,,false
DOLO-2021-02-01,OLOT,82514,84115,,,16112,0,,false
DOLO-2021-02-08,OLOT,19206,46047,,,16664,8,,false
DOLO-2021-02-15,OLOT,43237,45484,,,15357,0,,false
DOLO-2021-02-22,OLOT,8706,20340,,,20108,19,,false
DOLO-2021-03-01,OLOT,22034,9792,,,15781,0,,false
DOLO-2021-03-08,OLOT,7351,6986,,,16748,0,,false
DOLO-2021-03-15,OLOT,16244,9260,,,17077,0,,false
DOLO-2021-03-22,OLOT,20211,33562,,,15407,0,,false
DOLO-2021-03-29,OLOT,49079,105923,,,14822,0,,false
DOLO-2021-04-05,OLOT,38263,22822,,,10413,0,,false
DOLO-2021-04-12,OLOT,82606,61626,,,15230,0,,false
DOLO-2021-04-19,OLOT,44953,22935,,,14097,0,,false
DOLO-2021-04-26,OLOT,62871,128526,,,16608,9,,false
DOLO-2021-05-03,OLOT,10356,54192,,,17416,0,,false
DOLO-2021-05-10,OLOT,42121,22049,,,16732,3,,false
DOLO-2021-05-17,OLOT,13153,5303,,,14976,6,,false
DOLO-2021-05-24,OLOT,45003,10507,,,14783,0,,false
DOLO-2021-05-31,OLOT,3345,4360,,,14650,0,,false
DOLO-2021-06-07,OLOT,23299,18244,,,16398,10,,false
DOLO-2021-06-14,OLOT,9016,5089,,,15132,0,,false
DOLO-2021-06-21,OLOT,34267,2979,,,14355,0,,false
DOLO-2021-06-28,OLOT,53697,9273,,,13875,0,,false
DOLO-2021-07-05,OLOT,274359,304824,,,14148,0,,false
DOLO-2021-07-12,OLOT,6914,1249,,,12637,5,,false
DOLO-2021-07-19,OLOT,23486,5905,,,13558,0,,false
DOLO-2021-07-26,OLOT,20740,10706,,,14573,5,,false
DOLO-2021-08-02,OLOT,6289,4786,,,15952,30,,false
DOLO-2021-08-16,OLOT,2677,4413,,,13067,0,,false
DOLO-2021-08-30,OLOT,14222,1274,,,15025,6,,false
DOLO-2021-09-13,OLOT,3618,9494,,,15740,0,,false
DOLO-2021-09-21,OLOT,8076,10333,,,17628,0,,false
DOLO-2021-09-27,OLOT,14356,1438,,,14668,0,,false
DOLO-2021-10-04,OLOT,8663,782,,,19066,8,,false
DOLO-2021-10-13,OLOT,845,1081,,,13892,0,,false
DOLO-2021-10-18,OLOT,1597,1344,,,14278,0,,false
DOLO-2021-10-25,OLOT,10424,939,,,14773,0,,false
DOLO-2021-11-02,OLOT,500,500,,,15024,0,,false
DOLO-2021-11-08,OLOT,49822,27066,,,13796,0,,false
DOLO-2021-11-15,OLOT,36276,2592,,,15421,0,,false
DOLO-2021-11-22,OLOT,9403,8465,,,,0,,false
DOLO-2021-11-29,OLOT,2279,5203,,,16007,0,,false
DOLO-2021-12-08,OLOT,128989,136815,,,14493,0,,false
DOLO-2021-12-13,OLOT,35059,9687,,,14911,0,,false
DOLO-2021-12-20,OLOT,5031,2024,,,14744,0,,false
DOLO-2021-12-27,OLOT,34281,,,,13632,0,,false
DOLO-2022-01-03,OLOT,81199,,,,14243,0,,false
DOLO-2022-01-10,OLOT,13543,,,,13675,0,,false
DOLO-2022-01-17,OLOT,65783,65982,,,13817,0,,false
DOLO-2022-01-24,OLOT,74718,23604,,,14088,0,,false
DOLO-2022-01-31,OLOT,32582,4923,,,13797,0,,false
DOLO-2022-02-07,OLOT,68281,2071,,,13593,0,,false
DOLO-2022-02-14,OLOT,16571,4141,,,13911,0,,false
DOLO-2022-02-21,OLOT,8129,3367,,,13697,0,,false
DOLO-2022-02-28,OLOT,6402,2052,,,13415,0,,false
DOLO-2022-03-07,OLOT,23731,6590,,,13448,0,,false
DOLO-2022-03-14,OLOT,27905,10002,,,19467,15,,false
DOLO-2022-03-21,OLOT,375,988,,,18768,10,,false
DOLO-2022-03-29,OLOT,375,375,,,,,,false
DOLO-2022-04-04,OLOT,375,375,,,16208,0,,false
DOLO-2022-04-11,OLOT,41734,388,,,15287,0,,false
DOLO-2022-04-19,OLOT,14386,20552,,,17364,9,,false
DOLO-2022-04-25,OLOT,9830,11042,,,16796,0,,false
DOLO-2022-05-02,OLOT,5301,1569,,,20504,13,,false
DOLO-2022-05-09,OLOT,5611,3839,,,16680,25,,false
DOLO-2022-05-16,OLOT,25148,51952,,,15333,0,,false
DOLO-2022-05-23,OLOT,52132,24685,,,15124,0,,false
DOLO-2022-05-30,OLOT,88970,26655,,,16246,0,,false
DOLO-2022-06-07,OLOT,236639,35288,,,16014,0,,false
DOLO-2022-06-13,OLOT,60968,5428,,,15365,0,,false
DOLO-2022-06-20,OLOT,7128,10461,,,15610,0,,false
DOLO-2022-06-27,OLOT,453332,663466,,,15098,0,,false
DOLO-2022-07-04,OLOT,12437,43347,,,14247,0,,false
DOLO-2022-07-11,OLOT,25995,3848,,,14912,0,,false
DOLO-2022-07-18,OLOT,44854,15345,,,13640,0,,false
DOLO-2022-07-25,OLOT,3364,4831,,,15152,8,,false
DOLO-2022-08-08,OLOT,12027,4495,,,12922,0,,false
DOLO-2022-08-22,OLOT,16709,3775,,,13539,0,,false
DOLO-2022-09-05,OLOT,9628,765,,,13466,0,,false
DOLO-2022-09-12,OLOT,35981,11150,,,13975,5,,false
DOLO-2022-09-19,OLOT,31669,5867,,,13463,0,,false
DOLO-2022-09-26,OLOT,47765,13285,,,16114,1,,false
DOLO-2022-10-03,OLOT,33812,3931,,,14581,0,,false
DPAM-2020-07-13,PALAMÓS,400,,,400,18943,0,,false
DPAM-2020-07-27,PALAMÓS,193,193,,,25137,0,,false
DPAM-2020-08-10,PALAMÓS,4155,375,,,23558,0,,true
DPAM-2020-08-24,PALAMÓS,5940,321,,,20431,0,,true
DPAM-2020-09-07,PALAMÓS,8723,756,,,18499,0,,false
DPAM-2020-09-21,PALAMÓS,429,709,,,14708,0,,true
DPAM-2020-10-05,PALAMÓS,2277,9909,,,13964,0,,false
DPAM-2020-10-19,PALAMÓS,100305,180076,,,13467,0,,false
DPAM-2020-10-26,PALAMÓS,105505,229456,,,14221,0,,false
DPAM-2020-11-02,PALAMÓS,62351,65159,,,12976,0,,false
DPAM-2020-11-09,PALAMÓS,13559,21134,,,13165,0,,false
DPAM-2020-11-16,PALAMÓS,4040,12328,,,13225,0,,false
DPAM-2020-11-23,PALAMÓS,101148,159131,,,12869,0,,false
DPAM-2020-11-30,PALAMÓS,36117,76850,,,17858,0,,false
DPAM-2020-12-08,PALAMÓS,27724,10634,,,16007,0,,false
DPAM-2020-12-14,PALAMÓS,14565,16865,,,13876,0,,false
DPAM-2020-12-21,PALAMÓS,23471,18888,,,12309,0,,false
DPAM-2020-12-28,PALAMÓS,40518,28564,,,12573,0,,false
DPAM-2021-01-04,PALAMÓS,66382,80181,,,12785,0,,false
DPAM-2021-01-11,PALAMÓS,16672,115956,,,15786,0,,false
DPAM-2021-01-18,PALAMÓS,37661,25781,,,12062,0,,false
DPAM-2021-02-01,PALAMÓS,24088,22999,,,13460,0,,false
DPAM-2021-02-08,PALAMÓS,4703,6631,,,16531,0,,false
DPAM-2021-02-15,PALAMÓS,4134,7820,,,14132,0,,false
DPAM-2021-02-22,PALAMÓS,9492,13271,,,14246,0,,false
DPAM-2021-03-01,PALAMÓS,5297,4549,,,15422,0,,false
DPAM-2021-03-08,PALAMÓS,2108,3660,,,18009,0,,false
DPAM-2021-03-15,PALAMÓS,7791,3406,,,13002,0,,false
DPAM-2021-03-22,PALAMÓS,3915,4242,,,13180,0,,false
DPAM-2021-03-29,PALAMÓS,9828,1670,,,,,,false
DPAM-2021-04-05,PALAMÓS,47074,4824,,,14688,0,,false
DPAM-2021-04-12,PALAMÓS,6897,18061,,,13957,0,,false
DPAM-2021-04-19,PALAMÓS,47326,67856,,,13039,0,,false
DPAM-2021-04-26,PALAMÓS,173540,59268,,,,,,false
DPAM-2021-05-03,PALAMÓS,69338,17782,,,14648,0,,false
DPAM-2021-05-10,PALAMÓS,6969,10456,,,14905,0,,false
DPAM-2021-05-17,PALAMÓS,1889,11617,,,13569,0,,false
DPAM-2021-05-24,PALAMÓS,103621,119696,,,14370,0,,false
DPAM-2021-05-31,PALAMÓS,47041,87193,,,13738,0,,false
DPAM-2021-06-07,PALAMÓS,1579,3903,,,13960,0,,false
DPAM-2021-06-14,PALAMÓS,375,375,,,14570,0,,false
DPAM-2021-06-21,PALAMÓS,375,375,,,14706,0,,false
DPAM-2021-07-05,PALAMÓS,401578,317337,,,15755,0,,false
DPAM-2021-07-19,PALAMÓS,59507,21669,,,17771,0,,false
DPAM-2021-08-02,PALAMÓS,18802,6088,,,22052,0,,false
DPAM-2021-08-16,PALAMÓS,945,375,,,22168,0,,false
DPAM-2021-08-30,PALAMÓS,5140,459,,,17674,0,,false
DPAM-2021-09-13,PALAMÓS,3013,2118,,,14627,0,,false
DPAM-2021-09-27,PALAMÓS,375,2555,,,11807,0,,false
DPAM-2021-10-04,PALAMÓS,375,9064,,,17823,0,,false
DPAM-2021-10-13,PALAMÓS,375,1351,,,13213,0,,true
DPAM-2021-10-18,PALAMÓS,438,438,,,9369,0,,false
DPAM-2021-10-25,PALAMÓS,500,500,,,12445,0,,false
DPAM-2021-11-02,PALAMÓS,375,574,,,17499,0,,false
DPAM-2021-11-08,PALAMÓS,375,3756,,,12256,0,,false
DPAM-2021-11-15,PALAMÓS,49444,52104,,,13309,0,,false
DPAM-2021-11-22,PALAMÓS,5102,3272,,,,,,false
DPAM-2021-11-29,PALAMÓS,4417,1484,,,15663,0,,false
DPAM-2021-12-08,PALAMÓS,30410,16659,,,14113,0,,false
DPAM-2021-12-13,PALAMÓS,44424,15712,,,14053,0,,false
DPAM-2021-12-20,PALAMÓS,23965,30181,,,11709,0,,false
DPAM-2021-12-27,PALAMÓS,16619,,,,13568,0,,false
DPAM-2022-01-03,PALAMÓS,249080,,,,12563,0,,false
DPAM-2022-01-10,PALAMÓS,64030,,,,19045,0,,false
DPAM-2022-01-17,PALAMÓS,39422,67644,,,11798,0,,false
DPAM-2022-01-24,PALAMÓS,1015666,338536,,,12778,0,,false
DPAM-2022-01-31,PALAMÓS,132451,71059,,,12451,0,,false
DPAM-2022-02-07,PALAMÓS,44926,11450,,,14706,0,,false
DPAM-2022-02-14,PALAMÓS,10724,6009,,,16369,0,,false
DPAM-2022-02-28,PALAMÓS,22702,4991,,,13205,0,,false
DPAM-2022-03-07,PALAMÓS,47394,2093,,,12382,0,,false
DPAM-2022-03-14,PALAMÓS,80103,375,,,16687,0,,false
