id mostra,depuradora,N1(CG/L),N2(CG/L),IP4(CG/L),E(CG/L),Cabal últimes 24h(m3),Pluja(mm),Observacions,Valor puntual
DFON-2020-12-14,FONDARELLA,2488,3685,,,15354,0,,false
DFON-2020-12-28,FONDARELLA,4254,3795,,,16930,0,,false
DFON-2021-01-11,FONDARELLA,33521,25857,,,27595,0,,false
DFON-2021-01-25,FONDARELLA,12144,15347,,,22264,2,,false
DFON-2021-02-08,FONDARELLA,7189,2095,,,18322,4,,false
DFON-2021-02-23,FONDARELLA,7879,4472,,,,,,false
DFON-2021-03-08,FONDARELLA,270,36769,,,20135,1,,false
DFON-2021-03-22,FONDARELLA,23542,6235,,,17377,0,,false
DFON-2021-04-05,FONDARELLA,44386,7312,,,14753,0,,false
DFON-2021-04-19,FONDARELLA,4866,4229,,,25370,0,,false
DFON-2021-05-03,FONDARELLA,427,427,,,33564,0,,false
DFON-2021-05-17,FONDARELLA,200,200,,,19042,0,,false
DFON-2021-05-31,FONDARELLA,280,280,,,25332,0,,false
DFON-2021-06-14,FONDARELLA,1758,224,,,32969,0,,false
DFON-2021-06-28,FONDARELLA,1093,3871,,,30997,0,,false
DFON-2021-07-12,FONDARELLA,20625,26391,,,19783,0,Canvi metodològic,false
DFON-2021-07-26,FONDARELLA,5005,2278,,,23618,1,,false
DFON-2021-08-09,FONDARELLA,7182,224,,,24245,0,,false
DFON-2021-08-23,FONDARELLA,11577,3300,,,25147,0,,false
DFON-2021-09-06,FONDARELLA,3998,1860,,,22690,,,false
DFON-2021-09-20,FONDARELLA,312,11159,,,28828,0,,false
DFON-2021-10-04,FONDARELLA,16876,51782,,,18770,0,,false
DFON-2021-10-18,FONDARELLA,20146,36780,,,15159,0,,false
DFON-2021-11-02,FONDARELLA,7717,8848,,,13136,0,,false
DFON-2021-11-15,FONDARELLA,44117,3110,,,18061,0,,false
DFON-2021-11-29,FONDARELLA,9274,4504,,,21051,0,,false
DFON-2021-12-20,FONDARELLA,4712,6874,,,20185,0,,false
DFON-2021-12-27,FONDARELLA,9893,17010,,,15775,0,,false
DFON-2022-01-10,FONDARELLA,52463,37602,,,16370,0,,false
DFON-2022-01-24,FONDARELLA,111462,67074,,,21202,0,,false
DFON-2022-02-07,FONDARELLA,25163,29425,,,17660,0,,false
DFON-2022-02-21,FONDARELLA,5881,10951,,,18212,0,,false
DFON-2022-03-07,FONDARELLA,360,360,,,16368,0.1,,false
DFON-2022-03-21,FONDARELLA,357,268,,,21949,0,,false
DFON-2022-04-04,FONDARELLA,8871,328,,,20568,0,,false
DFON-2022-04-19,FONDARELLA,13074,10594,,,33178,24,,false
DFON-2022-05-02,FONDARELLA,408,408,,,24164,1,,false
DFON-2022-05-16,FONDARELLA,11947,20052,,,23215,0,,false
DFON-2022-05-30,FONDARELLA,15900,8182,,,22885,0,,false
DFON-2022-06-13,FONDARELLA,7431,6120,,,25168,0,,false
DFON-2022-06-27,FONDARELLA,26992,18693,,,27935,5,,false
DFON-2022-07-11,FONDARELLA,15544,8424,,,29371,0,,false
DFON-2022-07-25,FONDARELLA,20197,16128,,,23674,0,,false
DFON-2022-08-08,FONDARELLA,4906,2119,,,29054,0,,false
DFON-2022-08-22,FONDARELLA,11216,29736,,,23132,0,,false
DFON-2022-09-05,FONDARELLA,3123,2256,,,22097,0,,false
DFON-2022-09-19,FONDARELLA,6441,4805,,,21766,0,,false
DFON-2022-10-03,FONDARELLA,9395,60140,,,18296,0,,false
DGAN-2020-07-13,GANDESA,450,,,450,557,0,,false
DGAN-2020-07-27,GANDESA,450,,,450,644,0,,false
DGAN-2020-08-10,GANDESA,300,300,,,576,0,,false
DGAN-2020-08-24,GANDESA,450,450,,450,536,0,,false
DGAN-2020-09-07,GANDESA,429,429,,,,,Canvi Metodològic,false
DGAN-2020-09-21,GANDESA,143,865,,,539,0,,true
DGAN-2020-10-05,GANDESA,13855,443,,,537,0,,false
DGAN-2020-10-19,GANDESA,3388,3579,,,580,0,,false
DGAN-2020-11-02,GANDESA,23751,6777,,,430,0.1,,false
DGAN-2020-11-16,GANDESA,12752,3011,,,683,0,,false
DGAN-2020-11-30,GANDESA,5026,171,,,426,0.3,,false
DGAN-2020-12-14,GANDESA,8252,3581,,,545,0.5,,false
DGAN-2020-12-28,GANDESA,171,171,,,609,0,,false
DGAN-2021-01-18,GANDESA,63080,147167,,,581,0,,false
DGAN-2021-01-25,GANDESA,15307,19834,,,461,0.6,,false
DGAN-2021-02-08,GANDESA,26477,14043,,,583,5.6,,false
DGAN-2021-02-23,GANDESA,53594,38208,,,,,,false
DGAN-2021-03-08,GANDESA,12306,15087,,,595,3,,false
DGAN-2021-03-22,GANDESA,171,171,,,414,0,,false
DGAN-2021-04-05,GANDESA,171,171,,,497,0,,true
DGAN-2021-04-19,GANDESA,6992,3790,,,432,0,,false
DGAN-2021-05-03,GANDESA,35586,4595,,,456,0,,false
DGAN-2021-05-17,GANDESA,230,230,,,455,0,,false
DGAN-2021-05-31,GANDESA,280,280,,,,0,,false
DGAN-2021-06-14,GANDESA,712,712,,,436,0,,false
DGAN-2021-06-28,GANDESA,280,9078,,,457,0,,true
DGAN-2021-07-12,GANDESA,24793,1270,,,415,0,Canvi metodològic,false
DGAN-2021-07-26,GANDESA,2500,654,,,540,2.5,,false
DGAN-2021-08-09,GANDESA,2082,4692,,,,,,false
DGAN-2021-08-23,GANDESA,328,328,,,,,,false
DGAN-2021-09-06,GANDESA,33881,16474,,,437,0,,false
DGAN-2021-09-20,GANDESA,3980,392,,,454,0,,true
DGAN-2021-10-04,GANDESA,376,3193,,,442,0,,false
DGAN-2021-10-18,GANDESA,8459,2150,,,,,,false
DGAN-2021-11-02,GANDESA,608,608,,,512,0,,false
DGAN-2021-11-15,GANDESA,320,320,,,436,0,,false
DGAN-2021-11-29,GANDESA,169726,240088,,,455,0,,false
DGAN-2021-12-13,GANDESA,1262166,1924808,,,488,0.2,,false
DGAN-2021-12-27,GANDESA,100492,107547,,,497,0,,false
DGAN-2022-01-10,GANDESA,531393,521569,,,482,0.2,,false
DGAN-2022-01-24,GANDESA,325790,280070,,,473,0.2,,false
DGAN-2022-02-07,GANDESA,60093,141453,,,505,0,,false
DGAN-2022-02-21,GANDESA,2713,376,,,428,0,,false
DGAN-2022-03-07,GANDESA,1155443,2329699,,,713,4.7,,false
DGAN-2022-03-21,GANDESA,5483,3452,,,572,6.6,,false
DGAN-2022-04-04,GANDESA,37907,15867,,,433,0,,false
DGAN-2022-04-19,GANDESA,35538,51599,,,826,0,,false
DGAN-2022-05-02,GANDESA,41951,7382,,,689,4.2,,false
DGAN-2022-05-16,GANDESA,51967,75612,,,467,0,,false
DGAN-2022-05-30,GANDESA,9000,17880,,,530,0,,false
DGAN-2022-06-13,GANDESA,46548,60025,,,555,0,,false
DGAN-2022-06-27,GANDESA,208053,245664,,,736,19.6,,false
DGAN-2022-07-11,GANDESA,186432,138498,,,544,0,,false
DGAN-2022-07-25,GANDESA,69677,89215,,,518,0,,false
DGAN-2022-08-08,GANDESA,3533,708,,,577,0,,false
DGAN-2022-08-22,GANDESA,35816,35288,,,559,0,,false
DGAN-2022-09-05,GANDESA,659,960,,,604,0,,false
DGAN-2022-09-19,GANDESA,84583,63350,,,730,0,,false
DGAN-2022-10-03,GANDESA,39233,79588,,,654,0,,false
DGIR-2020-07-06,GIRONA,100,,100,100,56340,0,,false
DGIR-2020-07-13,GIRONA,148,,148,148,45433,0,,false
DGIR-2020-07-20,GIRONA,696,,769,148,43312,0,,false
DGIR-2020-07-27,GIRONA,148,,8163,148,43748,0,,true
DGIR-2020-08-03,GIRONA,3429,,148,,43974,0,,false
DGIR-2020-08-10,GIRONA,2345,,453,,44862,0,,false
DGIR-2020-08-17,GIRONA,905,,148,,40065,0,,false
DGIR-2020-08-24,GIRONA,545143,,2812054,,41032,0,Canvi metodològic,false
DGIR-2020-08-31,GIRONA,238911,,254772,,43391,0,,false
DGIR-2020-09-07,GIRONA,505351,,765589,,43944,4.68,,false
DGIR-2020-09-14,GIRONA,313214,,72409,,43919,,,false
DGIR-2020-09-21,GIRONA,367973,,296564,,45343,,,false
DGIR-2020-09-28,GIRONA,2842585,,1699042,,43569,,,false
DGIR-2020-10-05,GIRONA,1873190,,821889,,44410,,,false
DGIR-2020-10-12,GIRONA,1186567,,550619,,41875,,,false
DGIR-2020-10-19,GIRONA,2475284,,155145,,41589,,,false
DGIR-2020-10-26,GIRONA,10516375,,352126,,36019,,,false
DGIR-2020-11-02,GIRONA,8588712,,1332155,,40355,,,false
DGIR-2020-11-09,GIRONA,469934,,199194,,33874,,,false
DGIR-2020-11-16,GIRONA,499380,,959309,,40777,,,false
DGIR-2020-11-23,GIRONA,954326,,272259,,41401,,,false
DGIR-2020-11-30,GIRONA,522681,,141155,,44381,,,false
DGIR-2020-12-08,GIRONA,548618,,70880,,40723,,,false
DGIR-2020-12-14,GIRONA,1127730,,463708,,40706,,,false
DGIR-2020-12-21,GIRONA,1257899,,624301,,40246,,,false
DGIR-2020-12-28,GIRONA,1123453,,743458,,37887,,,false
DGIR-2021-01-04,GIRONA,1680008,,259723,,38032,,,false
DGIR-2021-01-11,GIRONA,1751970,,737479,,40603,,,false
DGIR-2021-01-18,GIRONA,1088709,,791822,,40706,,,false
DGIR-2021-01-25,GIRONA,1668238,,546246,,41554,,,false
DGIR-2021-02-01,GIRONA,1042457,,239139,,38497,,,false
DGIR-2021-02-08,GIRONA,1178371,,221272,,47526,,,false
DGIR-2021-02-15,GIRONA,1426207,,209378,,45414,,,false
DGIR-2021-02-22,GIRONA,1069821,,811057,,52726,2.7,,false
DGIR-2021-03-01,GIRONA,972979,,212928,,43644,0,,false
DGIR-2021-03-08,GIRONA,690199,,245555,,44309,1.1,,false
DGIR-2021-03-15,GIRONA,1418368,,224598,,44370,0,,false
DGIR-2021-03-22,GIRONA,1293291,,275036,,40793,0,,false
DGIR-2021-03-29,GIRONA,2048613,,300081,,41327,0,,false
DGIR-2021-04-05,GIRONA,589970,,,,39424,0,,false
DGIR-2021-04-05,GIRONA,,,644038,,39424,0,,false
DGIR-2021-04-12,GIRONA,601824,,68016,,42178,0.6,,false
DGIR-2021-04-19,GIRONA,571163,,172237,,39906,0,,false
DGIR-2021-04-26,GIRONA,866992,,36027,,45986,6.5,,false
DGIR-2021-05-03,GIRONA,234004,,147581,,41642,0,,false
DGIR-2021-05-10,GIRONA,180035,,60433,,44724,2.4,,false
DGIR-2021-05-17,GIRONA,75951,,6100,,39687,0,,false
DGIR-2021-05-24,GIRONA,153097,,37270,,39825,0,,false
DGIR-2021-05-31,GIRONA,113623,,45535,,41684,0,,false
DGIR-2021-06-07,GIRONA,117110,,3471,,41729,1.2,,false
DGIR-2021-06-14,GIRONA,93467,,13400,,41408,0,,false
DGIR-2021-06-21,GIRONA,160770,,43846,,41877,0,,false
DGIR-2021-06-28,GIRONA,8136219,,908995,,40701,0,,false
DGIR-2021-07-05,GIRONA,826639,,365100,,41061,0,,false
DGIR-2021-07-12,GIRONA,1603155,,1335135,,39941,0,,false
DGIR-2021-07-19,GIRONA,1099493,,405303,,41693,0,,false
DGIR-2021-07-26,GIRONA,677808,,193447,,38796,0,,false
DGIR-2021-08-02,GIRONA,858070,,222113,,41743,2.7,,false
DGIR-2021-08-09,GIRONA,983889,,399744,,37341,,,false
DGIR-2021-08-16,GIRONA,809926,,464886,,38454,,,false
DGIR-2021-08-23,GIRONA,714782,,1204505,,38340,8.84,,false
DGIR-2021-08-30,GIRONA,709583,,606139,,39151,0,,false
DGIR-2021-09-06,GIRONA,525398,,92900,,41014,0,,false
DGIR-2021-09-13,GIRONA,210416,,79987,,41624,0,,false
DGIR-2021-09-20,GIRONA,305800,,71589,,45033,9.62,,false
DGIR-2021-09-27,GIRONA,188313,,97614,,43979,0,,false
DGIR-2021-10-04,GIRONA,83719,,77124,,48364,16.9,,false
DGIR-2021-10-13,GIRONA,301425,,222793,,43499,0,,false
DGIR-2021-10-18,GIRONA,204285,,36540,,42701,0,,false
DGIR-2021-10-25,GIRONA,434476,,88239,,41362,0,,false
DGIR-2021-11-01,GIRONA,343357,,30769,,,,,false
DGIR-2021-11-08,GIRONA,313453,,64684,,43638,,,false
DGIR-2021-11-15,GIRONA,530888,,242512,,41060,0.5,,false
DGIR-2021-11-22,GIRONA,433639,,139125,,47233,16.52,,false
DGIR-2021-11-29,GIRONA,376101,,97154,,42126,0,,false
DGIR-2021-12-06,GIRONA,1370881,,487643,,,,,false
DGIR-2021-12-13,GIRONA,1756624,,770191,,40673,0,,false
DGIR-2021-12-20,GIRONA,1882485,,1084726,,40614,0,,false
DGIR-2021-12-27,GIRONA,3357292,,4445556,,38046,0,,false
DGIR-2022-01-03,GIRONA,4948006,,5039603,,38215,0,,false
DGIR-2022-01-10,GIRONA,3748676,,2816182,,41548,1.82,,false
DGIR-2022-01-17,GIRONA,3397860,,4496465,,40292,0,,false
DGIR-2022-01-24,GIRONA,1620015,,2456781,,39727,0,,false
DGIR-2022-01-31,GIRONA,998891,,384273,,40550,0,,false
DGIR-2022-02-07,GIRONA,606220,,268556,,38657,0,,false
DGIR-2022-02-14,GIRONA,1055900,,326149,,41667,9.52,Mostra molt carregada per efecte runoff degut a les plujes,false
DGIR-2022-02-21,GIRONA,324509,,366416,,39653,0,,false
DGIR-2022-02-28,GIRONA,569021,,313292,,40367,0,,false
DGIR-2022-03-07,GIRONA,709177,,583022,,39637,0,,false
DGIR-2022-03-14,GIRONA,1393751,,584663,,49467,4.94,,false
DGIR-2022-03-21,GIRONA,204340,,87126,,50569,3.12,,false
DGIR-2022-03-28,GIRONA,387389,,190256,,42231,0,,false
DGIR-2022-04-04,GIRONA,881340,,182834,,43556,0,,false
DGIR-2022-04-11,GIRONA,1199712,,1392878,,40022,0,,false
DGIR-2022-04-19,GIRONA,1348042,,823353,,40582,0.78,,false
DGIR-2022-04-25,GIRONA,1124755,,1136446,,44197,0.26,,false
DGIR-2022-05-02,GIRONA,1009449,,653403,,41739,0.2,,false
DGIR-2022-05-09,GIRONA,649131,,547498,,41449,0,,false
DGIR-2022-05-16,GIRONA,2945034,,1547100,,41237,0,,false
DGIR-2022-05-23,GIRONA,735165,,1107704,,41108,0.26,,false
DGIR-2022-05-30,GIRONA,584199,,329040,,40798,0,,false
DGIR-2022-06-06,GIRONA,1005902,,1025653,,,,,false
DGIR-2022-06-13,GIRONA,1248259,,702769,,40016,0,,false
DGIR-2022-06-20,GIRONA,1723891,,5092023,,41513,0,No s'ha afegit el control intern TGEV,false
DGIR-2022-06-27,GIRONA,2080999,,2133075,,46146,2.86,,false
DGIR-2022-07-04,GIRONA,4420509,,783063,,41074,0,,false
DGIR-2022-07-11,GIRONA,1515740,,1218175,,39733,0,,false
DGIR-2022-07-18,GIRONA,754238,,363961,,41705,0,,false
DGIR-2022-07-25,GIRONA,330035,,51742,,38957,0,,false
DGIR-2022-08-08,GIRONA,995564,,183390,,39522,1.3,,false
DGIR-2022-08-22,GIRONA,1092665,,44926,,38363,0,,false
DGIR-2022-09-05,GIRONA,1182328,,93861,,42691,0,,false
DGIR-2022-09-12,GIRONA,518058,,198344,,41999,0,,false
DGIR-2022-09-19,GIRONA,822675,,106275,,41735,0,,false
DGIR-2022-09-26,GIRONA,939277,,566313,,42187,0.26,,false
DGIR-2022-10-03,GIRONA,1128242,,980672,,40989,0,,false
DGRA-2020-07-06,GRANOLLERS,148,,148,148,27820,0,,false
DGRA-2020-07-13,GRANOLLERS,148,,1966,148,25376,0,,true
DGRA-2020-07-20,GRANOLLERS,328,,658,148,22436,0,,false
DGRA-2020-07-27,GRANOLLERS,3200,,19669,148,22592,0,,false
DGRA-2020-08-03,GRANOLLERS,2741,,1327,,27776,0,,false
DGRA-2020-08-10,GRANOLLERS,2194,,307,,18958,0,,false
DGRA-2020-08-17,GRANOLLERS,7181,,2357,,19206,0,,false
DGRA-2020-08-24,GRANOLLERS,1338314,,3257197,,18945,0,Canvi metodològic,false
DGRA-2020-08-31,GRANOLLERS,2025476,,945190,,21976,0,,false
DGRA-2020-09-07,GRANOLLERS,454122,,226912,,26000,0,,false
DGRA-2020-09-14,GRANOLLERS,3463617,,180659,,22122,0,,false
DGRA-2020-09-21,GRANOLLERS,1414664,,675827,,23774,0,,false
DGRA-2020-09-28,GRANOLLERS,164063,,538502,,22782,0,,false
DGRA-2020-10-05,GRANOLLERS,1411339,,1067164,,21988,0,,false
DGRA-2020-10-12,GRANOLLERS,1377545,,328507,,19758,0,,false
DGRA-2020-10-19,GRANOLLERS,2764895,,226644,,23964,0,,false
DGRA-2020-10-26,GRANOLLERS,8929076,,738539,,23356,0,,false
DGRA-2020-11-02,GRANOLLERS,9760477,,2040623,,22344,0,,false
DGRA-2020-11-09,GRANOLLERS,1357123,,926421,,,,,false
DGRA-2020-11-16,GRANOLLERS,426992,,545420,,21884,0,,false
DGRA-2020-11-23,GRANOLLERS,637023,,211918,,22040,0,,false
DGRA-2020-11-30,GRANOLLERS,677858,,574445,,23756,0,,false
DGRA-2020-12-08,GRANOLLERS,830463,,418508,,,,,false
DGRA-2020-12-14,GRANOLLERS,487678,,85796,,23596,0,,false
DGRA-2020-12-21,GRANOLLERS,864969,,292533,,24992,0,,false
DGRA-2020-12-28,GRANOLLERS,1296670,,570133,,22340,0,,false
DGRA-2021-01-04,GRANOLLERS,1277735,,228009,,23522,0,,false
DGRA-2021-01-11,GRANOLLERS,3199844,,2363568,,23760,0,,false
DGRA-2021-01-18,GRANOLLERS,1582116,,1123954,,22932,0,,false
DGRA-2021-01-25,GRANOLLERS,1349155,,1033523,,23064,0,,false
DGRA-2021-02-01,GRANOLLERS,1206361,,611569,,22616,0,,false
DGRA-2021-02-08,GRANOLLERS,698265,,194871,,26536,0,,false
DGRA-2021-02-15,GRANOLLERS,683127,,145269,,21972,0,,false
DGRA-2021-02-22,GRANOLLERS,365048,,132528,,35376,0,,false
DGRA-2021-03-01,GRANOLLERS,264103,,54470,,22004,0,,false
DGRA-2021-03-08,GRANOLLERS,666319,,73364,,22632,0,,false
DGRA-2021-03-15,GRANOLLERS,748093,,185003,,21752,0,,false
DGRA-2021-03-22,GRANOLLERS,873497,,274278,,21508,0,,false
DGRA-2021-03-29,GRANOLLERS,529408,,133465,,20804,0,,false
DGRA-2021-04-05,GRANOLLERS,383384,,,,18228,0,,false
DGRA-2021-04-05,GRANOLLERS,,,167871,,18228,0,,false
DGRA-2021-04-12,GRANOLLERS,370207,,86644,,27548,0,,false
DGRA-2021-04-19,GRANOLLERS,248286,,16839,,22276,0,,false
DGRA-2021-04-26,GRANOLLERS,602717,,72720,,26644,0,,false
DGRA-2021-05-03,GRANOLLERS,606213,,11608,,23316,0,,false
DGRA-2021-05-10,GRANOLLERS,32020,,38916,,24584,0,Mostra amb molt material en suspensió. Negra,false
DGRA-2021-05-17,GRANOLLERS,31692,,10020,,21392,0,,false
DGRA-2021-05-24,GRANOLLERS,30192,,4211,,21136,0,,false
DGRA-2021-05-31,GRANOLLERS,18361,,6811,,21124,0,,false
DGRA-2021-06-07,GRANOLLERS,18125,,9984,,21032,0,,false
DGRA-2021-06-14,GRANOLLERS,14158,,800,,19664,0,,false
DGRA-2021-06-21,GRANOLLERS,203236,,1833,,20724,0,,false
DGRA-2021-07-05,GRANOLLERS,487928,,274600,,20408,0,,false
DGRA-2021-07-12,GRANOLLERS,1385921,,1004810,,18900,0,,false
DGRA-2021-07-19,GRANOLLERS,1892771,,871908,,19776,0,,false
DGRA-2021-07-26,GRANOLLERS,1063557,,494326,,19088,0,,false
DGRA-2021-08-02,GRANOLLERS,904619,,928500,,18596,0,,false
DGRA-2021-08-09,GRANOLLERS,392281,,216746,,16944,0,,false
DGRA-2021-08-16,GRANOLLERS,536958,,566251,,16368,0,,false
DGRA-2021-08-23,GRANOLLERS,254600,,1025275,,17952,0,,false
DGRA-2021-08-30,GRANOLLERS,178321,,152030,,17424,0,,false
DGRA-2021-09-06,GRANOLLERS,614129,,133725,,17856,0,,false
DGRA-2021-09-13,GRANOLLERS,77591,,90975,,19128,0,,false
DGRA-2021-09-20,GRANOLLERS,122156,,42390,,25796,0,,false
DGRA-2021-09-27,GRANOLLERS,16535,,20667,,18540,0,,false
DGRA-2021-10-04,GRANOLLERS,131219,,3509,,30680,26.1,,false
DGRA-2021-10-13,GRANOLLERS,120192,,171064,,20065,0,,false
DGRA-2021-10-18,GRANOLLERS,43942,,1667,,20632,0,,false
DGRA-2021-10-25,GRANOLLERS,129150,,5974,,19800,0,,false
DGRA-2021-11-01,GRANOLLERS,261220,,47130,,,,,false
DGRA-2021-11-08,GRANOLLERS,388973,,187775,,20712,0,,false
DGRA-2021-11-15,GRANOLLERS,245551,,66684,,19240,0,,false
DGRA-2021-11-22,GRANOLLERS,349782,,908201,,20984,0,,false
DGRA-2021-11-29,GRANOLLERS,319754,,47360,,20324,0,,false
DGRA-2021-12-06,GRANOLLERS,690619,,330722,,,,,false
DGRA-2021-12-13,GRANOLLERS,482073,,103618,,20888,0,,false
DGRA-2021-12-20,GRANOLLERS,1094453,,929891,,19463,0,,false
DGRA-2021-12-27,GRANOLLERS,2192552,,1060874,,19836,0,,false
DGRA-2022-01-03,GRANOLLERS,2829937,,2986681,,19648,0,,false
DGRA-2022-01-10,GRANOLLERS,1974852,,1682783,,19956,,,false
DGRA-2022-01-17,GRANOLLERS,1872883,,2109617,,19996,,,false
DGRA-2022-01-24,GRANOLLERS,1156858,,1398444,,19187,,,false
DGRA-2022-01-31,GRANOLLERS,599576,,186559,,20458,,,false
DGRA-2022-02-07,GRANOLLERS,335470,,260943,,20340,,,false
DGRA-2022-02-14,GRANOLLERS,326022,,73490,,20480,,,false
DGRA-2022-02-21,GRANOLLERS,161456,,227416,,18452,,,false
DGRA-2022-02-28,GRANOLLERS,260989,,417006,,19824,,,false
DGRA-2022-03-07,GRANOLLERS,458339,,455881,,18844,,,false
DGRA-2022-03-14,GRANOLLERS,959838,,696287,,20464,,,false
DGRA-2022-03-21,GRANOLLERS,428630,,168673,,23314,,,false
DGRA-2022-03-28,GRANOLLERS,340340,,125833,,20258,,,false
DGRA-2022-04-04,GRANOLLERS,809461,,304538,,21740,,,false
DGRA-2022-04-11,GRANOLLERS,942526,,718217,,19620,,,false
DGRA-2022-04-19,GRANOLLERS,1505455,,2863889,,20038,,,false
DGRA-2022-04-25,GRANOLLERS,948734,,733684,,21192,,,false
DGRA-2022-05-02,GRANOLLERS,434057,,157579,,22452,,,false
DGRA-2022-05-09,GRANOLLERS,916280,,1071062,,21730,,,false
DGRA-2022-05-16,GRANOLLERS,791779,,851804,,20440,,,false
DGRA-2022-05-23,GRANOLLERS,573181,,1248552,,20444,,,false
DGRA-2022-05-30,GRANOLLERS,1379878,,1156699,,20704,,,false
DGRA-2022-06-06,GRANOLLERS,925232,,607521,,,,,false
DGRA-2022-06-13,GRANOLLERS,1355222,,1239769,,18910,,,false
DGRA-2022-06-20,GRANOLLERS,1472800,,429498,,19832,,,false
DGRA-2022-06-27,GRANOLLERS,3183708,,7656732,,21184,1.3,,false
DGRA-2022-07-04,GRANOLLERS,2513657,,2067529,,18777,0,,false
DGRA-2022-07-11,GRANOLLERS,1351106,,760610,,18160,0,,false
DGRA-2022-07-18,GRANOLLERS,1083841,,948392,,19205,0,,false
DGRA-2022-07-25,GRANOLLERS,870078,,469459,,17265,0,,false
DGRA-2022-08-08,GRANOLLERS,2169811,,692251,,16640,0,,false
DGRA-2022-08-22,GRANOLLERS,801940,,272586,,13648,0,,false
DGRA-2022-09-05,GRANOLLERS,2770713,,258262,,,,,false
DGRA-2022-09-12,GRANOLLERS,321141,,127810,,20856,0,,false
DGRA-2022-09-19,GRANOLLERS,596812,,29583,,19032,0,,false
DGRA-2022-09-26,GRANOLLERS,763140,,649383,,,,,false
DGRA-2022-10-03,GRANOLLERS,869917,,1081221,,,0,,false
DGVC-2020-07-06,GAVÀ/VILADECANS,686,,,686,50568,0,,false
DGVC-2020-07-13,GAVÀ/VILADECANS,3093,,,762,46000,0,,false
DGVC-2020-07-20,GAVÀ/VILADECANS,3986,41552,,,46343,0,,false
DGVC-2020-07-27,GAVÀ/VILADECANS,2923,10177,,,44000,0,,false
DGVC-2020-08-03,GAVÀ/VILADECANS,9047,10222,,,53170,0,,false
DGVC-2020-08-10,GAVÀ/VILADECANS,1585,214,,,40615,0,,true
DGVC-2020-08-17,GAVÀ/VILADECANS,72210,42454,,,40600,0,,false
DGVC-2020-08-24,GAVÀ/VILADECANS,117950,27345,,,42083,0,,false
DGVC-2020-08-31,GAVÀ/VILADECANS,11205,2302,,,40000,0,,false
DGVC-2020-09-07,GAVÀ/VILADECANS,11146,1255,,,50000,0,,false
DGVC-2020-09-14,GAVÀ/VILADECANS,4296,25567,,,40880,0,,false
DGVC-2020-09-21,GAVÀ/VILADECANS,3374,955,,,45265,0,,false
DGVC-2020-09-28,GAVÀ/VILADECANS,7473,11769,,,40621,0,,false
DGVC-2020-10-05,GAVÀ/VILADECANS,8654,10138,,,42000,0,,false
DGVC-2020-10-12,GAVÀ/VILADECANS,35535,19369,,,58700,70,,false
DGVC-2020-10-19,GAVÀ/VILADECANS,11524,12266,,,50920,0,,false
DGVC-2020-10-26,GAVÀ/VILADECANS,11549,14015,,,47558,0,,false
DGVC-2020-11-03,GAVÀ/VILADECANS,47294,50549,,,,,,false
DGVC-2020-11-09,GAVÀ/VILADECANS,35503,26549,,,47140,0,,false
DGVC-2020-11-16,GAVÀ/VILADECANS,497,1671,,,43291,0,,true
DGVC-2020-11-23,GAVÀ/VILADECANS,16910,7596,,,44785,0,,true
DGVC-2020-11-30,GAVÀ/VILADECANS,1974,15881,,,52102,0,,false
DGVC-2020-12-08,GAVÀ/VILADECANS,6297,7541,,,52132,0,,false
DGVC-2020-12-14,GAVÀ/VILADECANS,4060,876,,,46008,0,,false
DGVC-2020-12-21,GAVÀ/VILADECANS,33891,52768,,,44017,0,,false
DGVC-2020-12-28,GAVÀ/VILADECANS,4801,11792,,,44362,0,,false
DGVC-2021-01-04,GAVÀ/VILADECANS,14524,26704,,,44150,0,,false
DGVC-2021-01-11,GAVÀ/VILADECANS,123353,180494,,,58407,0,,false
DGVC-2021-01-18,GAVÀ/VILADECANS,35542,52813,,,40336,0,,false
DGVC-2021-02-01,GAVÀ/VILADECANS,14946,97090,,,38402,0,,false
DGVC-2021-02-08,GAVÀ/VILADECANS,7252,1866,,,44371,0,,false
DGVC-2021-02-15,GAVÀ/VILADECANS,11130,44063,,,38985,0,,false
DGVC-2021-02-22,GAVÀ/VILADECANS,6661,5729,,,45960,0,,false
DGVC-2021-03-01,GAVÀ/VILADECANS,29212,16303,,,38302,0,,false
DGVC-2021-03-08,GAVÀ/VILADECANS,472,5086,,,41005,0,,false
DGVC-2021-03-15,GAVÀ/VILADECANS,2964,8313,,,38289,0,,false
DGVC-2021-03-22,GAVÀ/VILADECANS,22675,16636,,,38975,0,,false
DGVC-2021-03-29,GAVÀ/VILADECANS,225,9644,,,38707,0,,false
DGVC-2021-04-05,GAVÀ/VILADECANS,4638,1759,,,,0,,false
DGVC-2021-04-12,GAVÀ/VILADECANS,21930,12870,,,40932,0,,false
DGVC-2021-04-19,GAVÀ/VILADECANS,19603,375,,,38432,0,,false
DGVC-2021-04-26,GAVÀ/VILADECANS,6326,375,,,40532,0,,false
DGVC-2021-05-03,GAVÀ/VILADECANS,11280,52681,,,38339,0,,false
DGVC-2021-05-10,GAVÀ/VILADECANS,2062,3984,,,39123,0,,false
DGVC-2021-05-17,GAVÀ/VILADECANS,7081,17630,,,37009,0,,false
DGVC-2021-05-24,GAVÀ/VILADECANS,14287,1539,,,37230,0,,false
DGVC-2021-05-31,GAVÀ/VILADECANS,19145,20510,,,37776,0,,false
