id mostra,depuradora,LD(CG/L),N1(CG/L),N2(CG/L),IP4(CG/L),E(CG/L),Cabal últimes 24h(m3),Pluja(mm),Observacions,Valor puntual
DGIR-2020-12-08,GIRONA,833,548618,,70880,,40723,,,false
DGIR-2020-12-14,GIRONA,833,1127730,,463708,,40706,,,false
DGIR-2020-12-21,GIRONA,667,1257899,,624301,,40246,,,false
DGIR-2020-12-28,GIRONA,833,1123453,,743458,,37887,,,false
DGIR-2021-01-04,GIRONA,667,1680008,,259723,,38032,,,false
DGIR-2021-01-11,GIRONA,1000,1751970,,737479,,40603,,,false
DGIR-2021-01-18,GIRONA,667,1088709,,791822,,40706,,,false
DGIR-2021-01-25,GIRONA,833,1668238,,546246,,41554,,,false
DGIR-2021-02-01,GIRONA,833,1042457,,239139,,38497,,,false
DGIR-2021-02-08,GIRONA,500,1178371,,221272,,47526,,,false
DGIR-2021-02-15,GIRONA,833,1426207,,209378,,45414,,,false
DGIR-2021-02-22,GIRONA,833,1069821,,811057,,52726,2.7,,false
DGIR-2021-03-01,GIRONA,833,972979,,212928,,43644,0,,false
DGIR-2021-03-08,GIRONA,600,690199,,245555,,44309,1.1,,false
DGIR-2021-03-15,GIRONA,833,1418368,,224598,,44370,0,,false
DGIR-2021-03-22,GIRONA,833,1293291,,275036,,40793,0,,false
DGIR-2021-03-29,GIRONA,833,2048613,,300081,,41327,0,,false
DGIR-2021-04-05,GIRONA,833,589970,,,,39424,0,,false
DGIR-2021-04-05,GIRONA,1667,,,644038,,39424,0,,false
DGIR-2021-04-12,GIRONA,667,601824,,68016,,42178,0.6,,false
DGIR-2021-04-19,GIRONA,733,571163,,172237,,39906,0,,false
DGIR-2021-04-26,GIRONA,767,866992,,36027,,45986,6.5,,false
DGIR-2021-05-03,GIRONA,767,234004,,147581,,41642,0,,false
DGIR-2021-05-10,GIRONA,833,180035,,60433,,44724,2.4,,false
DGIR-2021-05-17,GIRONA,700,75951,,6100,,39687,0,,false
DGIR-2021-05-24,GIRONA,800,153097,,37270,,39825,0,,false
DGIR-2021-05-31,GIRONA,667,113623,,45535,,41684,0,,false
DGIR-2021-06-07,GIRONA,667,117110,,3471,,41729,1.2,,false
DGIR-2021-06-14,GIRONA,933,93467,,13400,,41408,0,,false
DGIR-2021-06-21,GIRONA,833,160770,,43846,,41877,0,,false
DGIR-2021-06-28,GIRONA,833,8136219,,908995,,40701,0,,false
DGIR-2021-07-05,GIRONA,1267,826639,,365100,,41061,0,,false
DGIR-2021-07-12,GIRONA,1467,1603155,,1335135,,39941,0,,false
DGIR-2021-07-19,GIRONA,1600,1099493,,405303,,41693,0,,false
DGIR-2021-07-26,GIRONA,1400,677808,,193447,,38796,0,,false
DGIR-2021-08-02,GIRONA,1600,858070,,222113,,41743,2.7,,false
DGIR-2021-08-09,GIRONA,1667,983889,,399744,,37341,,,false
DGIR-2021-08-16,GIRONA,1133,809926,,464886,,38454,,,false
DGIR-2021-08-23,GIRONA,1733,714782,,1204505,,38340,8.84,,false
DGIR-2021-08-30,GIRONA,1400,709583,,606139,,39151,0,,false
DGIR-2021-09-06,GIRONA,1467,525398,,92900,,41014,0,,false
DGIR-2021-09-13,GIRONA,1333,210416,,79987,,41624,0,,false
DGIR-2021-09-20,GIRONA,1800,305800,,71589,,45033,9.62,,false
DGIR-2021-09-27,GIRONA,1467,188313,,97614,,43979,0,,false
DGIR-2021-10-04,GIRONA,1467,83719,,77124,,48364,16.9,,false
DGIR-2021-10-13,GIRONA,1400,301425,,222793,,43499,0,,false
DGIR-2021-10-18,GIRONA,2000,204285,,36540,,42701,0,,false
DGIR-2021-10-25,GIRONA,1867,434476,,88239,,41362,0,,false
DGIR-2021-11-01,GIRONA,1800,343357,,30769,,,,,false
DGIR-2021-11-08,GIRONA,1800,313453,,64684,,43638,,,false
DGIR-2021-11-15,GIRONA,1800,530888,,242512,,41060,0.5,,false
DGIR-2021-11-22,GIRONA,1333,433639,,139125,,47233,16.52,,false
DGIR-2021-11-29,GIRONA,1933,376101,,97154,,42126,0,,false
DGIR-2021-12-06,GIRONA,2000,1370881,,487643,,,,,false
DGIR-2021-12-13,GIRONA,1867,1756624,,770191,,40673,0,,false
DGIR-2021-12-20,GIRONA,1867,1882485,,1084726,,40614,0,,false
DGIR-2021-12-27,GIRONA,1667,3357292,,4445556,,38046,0,,false
DGIR-2022-01-03,GIRONA,1667,4948006,,5039603,,38215,0,,false
DGIR-2022-01-10,GIRONA,1733,3748676,,2816182,,41548,1.82,,false
DGIR-2022-01-17,GIRONA,1667,3397860,,4496465,,40292,0,,false
DGIR-2022-01-24,GIRONA,1933,1620015,,2456781,,39727,0,,false
DGIR-2022-01-31,GIRONA,1867,998891,,384273,,40550,0,,false
DGIR-2022-02-07,GIRONA,2000,606220,,268556,,38657,0,,false
DGIR-2022-02-14,GIRONA,1467,1055900,,326149,,41667,9.52,Mostra molt carregada per efecte runoff degut a les plujes,false
DGIR-2022-02-21,GIRONA,1667,324509,,366416,,39653,0,,false
DGRA-2020-07-06,GRANOLLERS,148,148,,148,148,27820,0,,false
DGRA-2020-07-13,GRANOLLERS,148,148,,1966,148,25376,0,,true
DGRA-2020-07-20,GRANOLLERS,148,328,,658,148,22436,0,,false
DGRA-2020-07-27,GRANOLLERS,148,3200,,19669,148,22592,0,,false
DGRA-2020-08-03,GRANOLLERS,148,2741,,1327,,27776,0,,false
DGRA-2020-08-10,GRANOLLERS,148,2194,,307,,18958,0,,false
DGRA-2020-08-17,GRANOLLERS,148,7181,,2357,,19206,0,,false
DGRA-2020-08-24,GRANOLLERS,500,1338314,,3257197,,18945,0,Canvi metodològic,false
DGRA-2020-08-31,GRANOLLERS,667,2025476,,945190,,21976,0,,false
DGRA-2020-09-07,GRANOLLERS,667,454122,,226912,,26000,0,,false
DGRA-2020-09-14,GRANOLLERS,667,3463617,,180659,,22122,0,,false
DGRA-2020-09-21,GRANOLLERS,667,1414664,,675827,,23774,0,,false
DGRA-2020-09-28,GRANOLLERS,667,164063,,538502,,22782,0,,false
DGRA-2020-10-05,GRANOLLERS,667,1411339,,1067164,,21988,0,,false
DGRA-2020-10-12,GRANOLLERS,667,1377545,,328507,,19758,0,,false
DGRA-2020-10-19,GRANOLLERS,667,2764895,,226644,,23964,0,,false
DGRA-2020-10-26,GRANOLLERS,833,8929076,,738539,,23356,0,,false
DGRA-2020-11-02,GRANOLLERS,833,9760477,,2040623,,22344,0,,false
DGRA-2020-11-09,GRANOLLERS,933,1357123,,926421,,,,,false
DGRA-2020-11-16,GRANOLLERS,833,426992,,545420,,21884,0,,false
DGRA-2020-11-23,GRANOLLERS,833,637023,,211918,,22040,0,,false
DGRA-2020-11-30,GRANOLLERS,833,677858,,574445,,23756,0,,false
DGRA-2020-12-08,GRANOLLERS,667,830463,,418508,,,,,false
DGRA-2020-12-14,GRANOLLERS,833,487678,,85796,,23596,0,,false
DGRA-2020-12-21,GRANOLLERS,833,864969,,292533,,24992,0,,false
DGRA-2020-12-28,GRANOLLERS,833,1296670,,570133,,22340,0,,false
DGRA-2021-01-04,GRANOLLERS,667,1277735,,228009,,23522,0,,false
DGRA-2021-01-11,GRANOLLERS,667,3199844,,2363568,,23760,0,,false
DGRA-2021-01-18,GRANOLLERS,667,1582116,,1123954,,22932,0,,false
DGRA-2021-01-25,GRANOLLERS,667,1349155,,1033523,,23064,0,,false
DGRA-2021-02-01,GRANOLLERS,833,1206361,,611569,,22616,0,,false
DGRA-2021-02-08,GRANOLLERS,667,698265,,194871,,26536,0,,false
DGRA-2021-02-15,GRANOLLERS,833,683127,,145269,,21972,0,,false
DGRA-2021-02-22,GRANOLLERS,833,365048,,132528,,35376,0,,false
DGRA-2021-03-01,GRANOLLERS,733,264103,,54470,,22004,0,,false
DGRA-2021-03-08,GRANOLLERS,667,666319,,73364,,22632,0,,false
DGRA-2021-03-15,GRANOLLERS,733,748093,,185003,,21752,0,,false
DGRA-2021-03-22,GRANOLLERS,833,873497,,274278,,21508,0,,false
DGRA-2021-03-29,GRANOLLERS,833,529408,,133465,,20804,0,,false
DGRA-2021-04-05,GRANOLLERS,867,383384,,,,18228,0,,false
DGRA-2021-04-05,GRANOLLERS,1733,,,167871,,18228,0,,false
DGRA-2021-04-12,GRANOLLERS,833,370207,,86644,,27548,0,,false
DGRA-2021-04-19,GRANOLLERS,733,248286,,16839,,22276,0,,false
DGRA-2021-04-26,GRANOLLERS,700,602717,,72720,,26644,0,,false
DGRA-2021-05-03,GRANOLLERS,700,606213,,11608,,23316,0,,false
DGRA-2021-05-10,GRANOLLERS,1900,32020,,38916,,24584,0,Mostra amb molt material en suspensió. Negra,false
DGRA-2021-05-17,GRANOLLERS,833,31692,,10020,,21392,0,,false
DGRA-2021-05-24,GRANOLLERS,800,30192,,4211,,21136,0,,false
DGRA-2021-05-31,GRANOLLERS,767,18361,,6811,,21124,0,,false
DGRA-2021-06-07,GRANOLLERS,700,18125,,9984,,21032,0,,false
DGRA-2021-06-14,GRANOLLERS,800,14158,,800,,19664,0,,false
DGRA-2021-06-21,GRANOLLERS,1833,203236,,1833,,20724,0,,false
DGRA-2021-07-05,GRANOLLERS,1533,487928,,274600,,20408,0,,false
DGRA-2021-07-12,GRANOLLERS,1400,1385921,,1004810,,18900,0,,false
DGRA-2021-07-19,GRANOLLERS,1400,1892771,,871908,,19776,0,,false
DGRA-2021-07-26,GRANOLLERS,1600,1063557,,494326,,19088,0,,false
DGRA-2021-08-02,GRANOLLERS,1600,904619,,928500,,18596,0,,false
DGRA-2021-08-09,GRANOLLERS,1867,392281,,216746,,16944,0,,false
DGRA-2021-08-16,GRANOLLERS,1533,536958,,566251,,16368,0,,false
DGRA-2021-08-23,GRANOLLERS,1733,254600,,1025275,,17952,0,,false
DGRA-2021-08-30,GRANOLLERS,1400,178321,,152030,,17424,0,,false
DGRA-2021-09-06,GRANOLLERS,1400,614129,,133725,,17856,0,,false
DGRA-2021-09-13,GRANOLLERS,1733,77591,,90975,,19128,0,,false
DGRA-2021-09-20,GRANOLLERS,2000,122156,,42390,,25796,0,,false
DGRA-2021-09-27,GRANOLLERS,2067,16535,,20667,,18540,0,,false
DGRA-2021-10-04,GRANOLLERS,1800,131219,,3509,,30680,26.1,,false
DGRA-2021-10-13,GRANOLLERS,1733,120192,,171064,,20065,0,,false
DGRA-2021-10-18,GRANOLLERS,1667,43942,,1667,,20632,0,,false
DGRA-2021-10-25,GRANOLLERS,1667,129150,,5974,,19800,0,,false
DGRA-2021-11-01,GRANOLLERS,1733,261220,,47130,,,,,false
DGRA-2021-11-08,GRANOLLERS,2200,388973,,187775,,20712,0,,false
DGRA-2021-11-15,GRANOLLERS,2000,245551,,66684,,19240,0,,false
DGRA-2021-11-22,GRANOLLERS,1800,349782,,908201,,20984,0,,false
DGRA-2021-11-29,GRANOLLERS,1333,319754,,47360,,20324,0,,false
DGRA-2021-12-06,GRANOLLERS,2133,690619,,330722,,,,,false
DGRA-2021-12-13,GRANOLLERS,1800,482073,,103618,,20888,0,,false
DGRA-2021-12-20,GRANOLLERS,2200,1094453,,929891,,19463,0,,false
DGRA-2021-12-27,GRANOLLERS,1867,2192552,,1060874,,19836,0,,false
DGRA-2022-01-03,GRANOLLERS,1800,2829937,,2986681,,19648,0,,false
DGRA-2022-01-10,GRANOLLERS,1933,1974852,,1682783,,19956,,,false
DGRA-2022-01-17,GRANOLLERS,1800,1872883,,2109617,,19996,,,false
DGRA-2022-01-24,GRANOLLERS,2133,1156858,,1398444,,19187,,,false
DGRA-2022-01-31,GRANOLLERS,1800,599576,,186559,,20458,,,false
DGRA-2022-02-07,GRANOLLERS,1667,335470,,260943,,20340,,,false
DGRA-2022-02-14,GRANOLLERS,1733,326022,,73490,,20480,,,false
DGRA-2022-02-21,GRANOLLERS,1800,161456,,227416,,18452,,,false
DGVC-2020-07-06,GAVÀ/VILADECANS,686,686,,,686,50568,0,,false
DGVC-2020-07-13,GAVÀ/VILADECANS,762,3093,,,762,46000,0,,false
DGVC-2020-07-20,GAVÀ/VILADECANS,443,3986,41552,,,46343,0,,false
DGVC-2020-07-27,GAVÀ/VILADECANS,343,2923,10177,,,44000,0,,false
DGVC-2020-08-03,GAVÀ/VILADECANS,429,9047,10222,,,53170,0,,false
DGVC-2020-08-10,GAVÀ/VILADECANS,214,1585,214,,,40615,0,,true
DGVC-2020-08-17,GAVÀ/VILADECANS,482,72210,42454,,,40600,0,,false
DGVC-2020-08-24,GAVÀ/VILADECANS,964,117950,27345,,,42083,0,,false
DGVC-2020-08-31,GAVÀ/VILADECANS,240,11205,2302,,,40000,0,,false
DGVC-2020-09-07,GAVÀ/VILADECANS,206,11146,1255,,,50000,0,,false
DGVC-2020-09-14,GAVÀ/VILADECANS,381,4296,25567,,,40880,0,,false
DGVC-2020-09-21,GAVÀ/VILADECANS,343,3374,955,,,45265,0,,false
DGVC-2020-09-28,GAVÀ/VILADECANS,536,7473,11769,,,40621,0,,false
DGVC-2020-10-05,GAVÀ/VILADECANS,686,8654,10138,,,42000,0,,false
DGVC-2020-10-12,GAVÀ/VILADECANS,536,35535,19369,,,58700,70,,false
DGVC-2020-10-19,GAVÀ/VILADECANS,289,11524,12266,,,50920,0,,false
DGVC-2020-10-26,GAVÀ/VILADECANS,246,11549,14015,,,47558,0,,false
DGVC-2020-11-03,GAVÀ/VILADECANS,214,47294,50549,,,,,,false
DGVC-2020-11-09,GAVÀ/VILADECANS,375,35503,26549,,,47140,0,,false
DGVC-2020-11-16,GAVÀ/VILADECANS,268,497,1671,,,43291,0,,true
DGVC-2020-11-23,GAVÀ/VILADECANS,193,16910,7596,,,44785,0,,true
DGVC-2020-11-30,GAVÀ/VILADECANS,518,1974,15881,,,52102,0,,false
DGVC-2020-12-08,GAVÀ/VILADECANS,225,6297,7541,,,52132,0,,false
DGVC-2020-12-14,GAVÀ/VILADECANS,375,4060,876,,,46008,0,,false
DGVC-2020-12-21,GAVÀ/VILADECANS,407,33891,52768,,,44017,0,,false
DGVC-2020-12-28,GAVÀ/VILADECANS,214,4801,11792,,,44362,0,,false
DGVC-2021-01-04,GAVÀ/VILADECANS,314,14524,26704,,,44150,0,,false
DGVC-2021-01-11,GAVÀ/VILADECANS,418,123353,180494,,,58407,0,,false
DGVC-2021-01-18,GAVÀ/VILADECANS,236,35542,52813,,,40336,0,,false
DGVC-2021-02-01,GAVÀ/VILADECANS,268,14946,97090,,,38402,0,,false
DGVC-2021-02-08,GAVÀ/VILADECANS,182,7252,1866,,,44371,0,,false
DGVC-2021-02-15,GAVÀ/VILADECANS,311,11130,44063,,,38985,0,,false
DGVC-2021-02-22,GAVÀ/VILADECANS,257,6661,5729,,,45960,0,,false
DGVC-2021-03-01,GAVÀ/VILADECANS,493,29212,16303,,,38302,0,,false
DGVC-2021-03-08,GAVÀ/VILADECANS,241,472,5086,,,41005,0,,false
DGVC-2021-03-15,GAVÀ/VILADECANS,300,2964,8313,,,38289,0,,false
DGVC-2021-03-22,GAVÀ/VILADECANS,225,22675,16636,,,38975,0,,false
DGVC-2021-03-29,GAVÀ/VILADECANS,225,225,9644,,,38707,0,,false
DGVC-2021-04-05,GAVÀ/VILADECANS,225,4638,1759,,,,0,,false
DGVC-2021-04-12,GAVÀ/VILADECANS,375,21930,12870,,,40932,0,,false
DGVC-2021-04-19,GAVÀ/VILADECANS,375,19603,375,,,38432,0,,false
DGVC-2021-04-26,GAVÀ/VILADECANS,375,6326,375,,,40532,0,,false
DGVC-2021-05-03,GAVÀ/VILADECANS,375,11280,52681,,,38339,0,,false
DGVC-2021-05-10,GAVÀ/VILADECANS,375,2062,3984,,,39123,0,,false
DGVC-2021-05-17,GAVÀ/VILADECANS,375,7081,17630,,,37009,0,,false
DGVC-2021-05-24,GAVÀ/VILADECANS,375,14287,1539,,,37230,0,,false
DGVC-2021-05-31,GAVÀ/VILADECANS,429,19145,20510,,,37776,0,,false
DGVC-2021-06-07,GAVÀ/VILADECANS,375,531,2634,,,37375,0,,false
DGVC-2021-06-14,GAVÀ/VILADECANS,375,831,375,,,36134,0,,false
DGVC-2021-06-21,GAVÀ/VILADECANS,375,25362,2105,,,,0,,false
DGVC-2021-06-28,GAVÀ/VILADECANS,688,283267,99775,,,35443,0,,false
DGVC-2021-07-05,GAVÀ/VILADECANS,394,1561288,1429834,,,35784,0,,false
DGVC-2021-07-12,GAVÀ/VILADECANS,375,66259,35929,,,35722,0,,false
DGVC-2021-07-19,GAVÀ/VILADECANS,375,185442,86626,,,36471,0,,false
DGVC-2021-07-26,GAVÀ/VILADECANS,375,178900,143816,,,35547,0,,false
DGVC-2021-08-02,GAVÀ/VILADECANS,438,145208,78897,,,33801,0,,false
DGVC-2021-08-16,GAVÀ/VILADECANS,375,375,375,,,32336,0,,true
DGVC-2021-08-30,GAVÀ/VILADECANS,375,7800,8363,,,,,,true
DGVC-2021-09-13,GAVÀ/VILADECANS,375,375,9926,,,,0,,true
DGVC-2021-09-21,GAVÀ/VILADECANS,413,413,413,,,,,,false
DGVC-2021-09-27,GAVÀ/VILADECANS,500,4188,500,,,34158,0,,true
DGVC-2021-10-04,GAVÀ/VILADECANS,563,563,563,,,50021,0,,false
DGVC-2021-10-13,GAVÀ/VILADECANS,375,375,375,,,33975,0,,false
DGVC-2021-10-18,GAVÀ/VILADECANS,438,1178,1164,,,37063,0,,false
DGVC-2021-10-25,GAVÀ/VILADECANS,375,1165,7663,,,35610,0,,false
DGVC-2021-11-02,GAVÀ/VILADECANS,375,375,375,,,35113,0,,false
DGVC-2021-11-08,GAVÀ/VILADECANS,875,62374,46987,,,33964,0,,false
DGVC-2021-11-15,GAVÀ/VILADECANS,375,43438,3336,,,39851,0,,false
DGVC-2021-11-22,GAVÀ/VILADECANS,475,3334,17767,,,,,,false
DGVC-2021-11-29,GAVÀ/VILADECANS,375,1158,18146,,,36849,0,,false
DGVC-2021-12-08,GAVÀ/VILADECANS,638,105510,134287,,,36291,0,,false
DGVC-2021-12-13,GAVÀ/VILADECANS,375,35375,3524,,,35747,0,,false
DGVC-2021-12-20,GAVÀ/VILADECANS,375,85533,31314,,,37900,0,,false
DGVC-2021-12-27,GAVÀ/VILADECANS,388,223141,,,,38363,0,,false
DGVC-2022-01-03,GAVÀ/VILADECANS,375,222291,,,,39510,0,,false
DGVC-2022-01-10,GAVÀ/VILADECANS,375,106795,,,,39848,0,,false
DGVC-2022-01-17,GAVÀ/VILADECANS,625,2299794,1731333,,,41600,0,,false
DGVC-2022-01-24,GAVÀ/VILADECANS,375,1123115,247894,,,40727,0,,false
DGVC-2022-01-31,GAVÀ/VILADECANS,375,107493,157435,,,40962,0,,false
DGVC-2022-02-07,GAVÀ/VILADECANS,375,84867,94538,,,38760,0,,false
DGVC-2022-02-14,GAVÀ/VILADECANS,375,46327,15756,,,39180,0,,false
DGVC-2022-02-21,GAVÀ/VILADECANS,375,9612,21025,,,39300,0,,false
DIGU-2020-07-06,IGUALADA,490,490,,,490,26570,0,,false
DIGU-2020-07-13,IGUALADA,714,5861,,,714,25716,0,,true
DIGU-2020-07-20,IGUALADA,214,214,214,,,23990,0,,false
DIGU-2020-07-27,IGUALADA,214,214,214,,,22928,0,,false
DIGU-2020-08-03,IGUALADA,571,62475,571,,,24389,0,Valor confirmat,false
DIGU-2020-08-10,IGUALADA,257,16750,257,,,20814,0,,true
DIGU-2020-08-17,IGUALADA,257,11840,8569,,,21330,0,,false
DIGU-2020-08-24,IGUALADA,257,7117,336,,,19130,0,,false
DIGU-2020-08-31,IGUALADA,964,37592,10623,,,22456,0,,false
DIGU-2020-09-07,IGUALADA,611,82467,2890,,,21450,,,false
DIGU-2020-09-14,IGUALADA,396,6590,396,,,22490,,,true
DIGU-2020-09-21,IGUALADA,354,655,354,,,24270,,,true
DIGU-2020-09-28,IGUALADA,321,529,6489,,,19993,,,true
DIGU-2020-10-05,IGUALADA,238,680,4424,,,21115,,,false
DIGU-2020-10-12,IGUALADA,536,10315,6442,,,19989,,,true
DIGU-2020-10-19,IGUALADA,257,4352,264,,,20745,,,true
DIGU-2020-10-26,IGUALADA,364,1855,364,,,21947,,,true
DIGU-2020-11-02,IGUALADA,300,6129,421,,,20590,,,false
DIGU-2020-11-09,IGUALADA,396,3968,6871,,,23620,,,false
DIGU-2020-11-16,IGUALADA,343,4728,55545,,,24615,,,false
DIGU-2020-11-23,IGUALADA,300,26040,7134,,,23596,,,false
DIGU-2020-11-30,IGUALADA,446,736,446,,,29036,,,true
DIGU-2020-12-08,IGUALADA,429,29609,5118,,,,,,false
DIGU-2020-12-14,IGUALADA,429,11938,85473,,,22502,,,false
DIGU-2020-12-21,IGUALADA,450,25934,10608,,,24013,,,false
DIGU-2020-12-28,IGUALADA,257,12885,27707,,,22375,,,false
DIGU-2021-01-04,IGUALADA,343,22667,159997,,,21910,,,false
DIGU-2021-01-11,IGUALADA,257,39193,189196,,,27576,,,false
DIGU-2021-01-18,IGUALADA,257,17863,13219,,,23520,,,false
DIGU-2021-02-01,IGUALADA,257,6438,17878,,,25380,,,false
DIGU-2021-02-08,IGUALADA,214,2361,13432,,,25590,,,false
DIGU-2021-02-15,IGUALADA,257,2189,4720,,,23790,,,false
DIGU-2021-02-22,IGUALADA,257,27751,14959,,,24850,,,false
DIGU-2021-03-01,IGUALADA,257,257,14873,,,22339,,,false
DIGU-2021-03-08,IGUALADA,257,906,10955,,,21405,,,false
DIGU-2021-03-15,IGUALADA,279,19262,6011,,,18561,,,false
DIGU-2021-03-22,IGUALADA,471,9744,4605,,,23831,,,false
DIGU-2021-03-29,IGUALADA,257,31575,2290,,,19811,,,false
DIGU-2021-04-05,IGUALADA,257,11137,34954,,,17200,,,false
DIGU-2021-04-12,IGUALADA,321,68083,36886,,,21958,,,false
DIGU-2021-04-19,IGUALADA,375,121490,32518,,,22200,,,false
DIGU-2021-04-26,IGUALADA,375,8871,28840,,,21261,,,false
DIGU-2021-05-03,IGUALADA,375,41359,3366,,,26174,,,false
DIGU-2021-05-10,IGUALADA,375,375,2981,,,23275,,,false
DIGU-2021-05-17,IGUALADA,375,1731,375,,,19080,,,false
DIGU-2021-05-24,IGUALADA,588,74827,9470,,,17107,,,false
DIGU-2021-05-31,IGUALADA,429,3501,3582,,,14431,,,false
DIGU-2021-06-07,IGUALADA,375,1103,375,,,10474,,,false
DIGU-2021-06-14,IGUALADA,375,853,375,,,13330,,,false
DIGU-2021-06-21,IGUALADA,375,375,375,,,27396,,,false
DIGU-2021-06-28,IGUALADA,375,36052,5458,,,15310,,,false
DIGU-2021-07-05,IGUALADA,375,219200,164809,,,12110,,,false
DIGU-2021-07-12,IGUALADA,375,16801,22871,,,11947,,,false
DIGU-2021-07-19,IGUALADA,375,71409,67959,,,12366,,,false
DIGU-2021-07-26,IGUALADA,650,51882,62695,,,13886,,,false
DIGU-2021-08-02,IGUALADA,375,375,10067,,,11860,,,false
DIGU-2021-08-16,IGUALADA,525,525,9874,,,11860,,,false
DIGU-2021-08-30,IGUALADA,375,9243,3047,,,,,,false
DIGU-2021-09-13,IGUALADA,375,2845,4497,,,23618,,,false
DIGU-2021-09-21,IGUALADA,688,688,8791,,,,,,false
DIGU-2021-09-27,IGUALADA,375,375,375,,,12390,,,false
DIGU-2021-10-04,IGUALADA,538,538,538,,,25540,,,true
DIGU-2021-10-13,IGUALADA,750,750,750,,,12588,,,false
DIGU-2021-10-18,IGUALADA,438,438,438,,,13257,,,false
DIGU-2021-10-25,IGUALADA,563,563,563,,,12670,,,false
DIGU-2021-11-02,IGUALADA,375,375,9885,,,15010,,,false
DIGU-2021-11-08,IGUALADA,375,1675,1999,,,11134,,,false
DIGU-2021-11-15,IGUALADA,375,14974,7830,,,13551,,,false
DIGU-2021-11-22,IGUALADA,375,4168,6936,,,18496,,,false
DIGU-2021-11-29,IGUALADA,375,375,2207,,,13620,,,false
DIGU-2021-12-08,IGUALADA,375,23982,3085,,,,,,false
DIGU-2021-12-13,IGUALADA,375,6855,17928,,,15214,,,false
DIGU-2021-12-20,IGUALADA,375,23299,23227,,,13905,,,false
DIGU-2021-12-27,IGUALADA,375,255297,,,,10997,,,false
DIGU-2022-01-03,IGUALADA,375,1086397,,,,12858,,,false
DIGU-2022-01-10,IGUALADA,1250,704060,,,,12408,,,false
DIGU-2022-01-17,IGUALADA,375,265467,90804,,,13485,,,false
DIGU-2022-01-24,IGUALADA,375,933821,76253,,,13121,,,false
DIGU-2022-01-31,IGUALADA,375,170007,111084,,,,,,false
DIGU-2022-02-07,IGUALADA,375,31356,7877,,,15200,,,false
DIGU-2022-02-14,IGUALADA,375,11329,2234,,,12695,,,false
DIGU-2022-02-21,IGUALADA,375,13707,4150,,,,,,false
DLDM-2020-07-06,LLORET_DE_MAR,610,610,,,610,13880,0,,false
DLDM-2020-07-20,LLORET_DE_MAR,343,3444,1293,,,12480,0,,false
DLDM-2020-08-03,LLORET_DE_MAR,137,315,137,,,17000,0,,true
DLDM-2020-08-17,LLORET_DE_MAR,482,22631,752,,,14000,0,,false
DLDM-2020-08-31,LLORET_DE_MAR,750,206134,42724,,,13430,0,,false
DLDM-2020-09-14,LLORET_DE_MAR,407,5048,6478,,,10510,0,,false
DLDM-2020-09-28,LLORET_DE_MAR,214,1632,3025,,,11450,0,,false
DLDM-2020-10-12,LLORET_DE_MAR,214,13343,3544,,,9130,0,,false
DLDM-2020-10-26,LLORET_DE_MAR,214,6270,16469,,,8380,0,,false
DLDM-2020-11-09,LLORET_DE_MAR,289,24086,21156,,,7560,0,,false
DLDM-2020-11-23,LLORET_DE_MAR,214,12685,4203,,,7620,0,,false
DLDM-2020-12-08,LLORET_DE_MAR,225,9702,1595,,,9060,0,,false
DLDM-2020-12-21,LLORET_DE_MAR,246,17754,18143,,,,0,,false
DLDM-2021-01-04,LLORET_DE_MAR,357,2208,15870,,,7670,0,,false
DLDM-2021-01-18,LLORET_DE_MAR,177,23745,13171,,,7580,0,,false
DLDM-2021-02-01,LLORET_DE_MAR,236,2314,9819,,,8050,0,,false
DLDM-2021-02-15,LLORET_DE_MAR,257,2972,2963,,,7580,0,,false
DLDM-2021-03-01,LLORET_DE_MAR,257,20980,4730,,,5920,0,,false
DLDM-2021-03-15,LLORET_DE_MAR,268,5745,3275,,,4320,0,,false
DLDM-2021-03-29,LLORET_DE_MAR,236,197848,12192,,,7260,0,,false
DLDM-2021-04-12,LLORET_DE_MAR,321,55639,10922,,,10950,0,,false
DLDM-2021-04-26,LLORET_DE_MAR,375,45501,72185,,,7730,,,false
DLDM-2021-05-10,LLORET_DE_MAR,375,2464,8607,,,7060,,,false
DLDM-2021-05-24,LLORET_DE_MAR,375,2659,375,,,8980,0,,false
DLDM-2021-06-07,LLORET_DE_MAR,375,9281,30973,,,9890,0,,false
DLDM-2021-06-21,LLORET_DE_MAR,375,24187,1919,,,9550,0,,false
DLDM-2021-07-05,LLORET_DE_MAR,375,1111363,659526,,,11840,0,,false
DLDM-2021-07-19,LLORET_DE_MAR,375,335267,166737,,,11920,0,,false
DLDM-2021-08-02,LLORET_DE_MAR,375,73067,14295,,,13110,0,,false
DLDM-2021-08-16,LLORET_DE_MAR,375,30108,49456,,,17.38,0,,false
DLDM-2021-08-30,LLORET_DE_MAR,519,31972,2329,,,13700,0,,false
DLDM-2021-09-13,LLORET_DE_MAR,375,32502,7442,,,5680,0,,false
DLDM-2021-09-27,LLORET_DE_MAR,375,733,375,,,11900,0,,false
DLDM-2021-10-13,LLORET_DE_MAR,375,859,3967,,,10590,0,,false
DLDM-2021-10-25,LLORET_DE_MAR,375,11835,1195,,,10060,0,,false
DLDM-2021-11-15,LLORET_DE_MAR,1031,26360,7325,,,8680,0,,false
DLDM-2021-11-22,LLORET_DE_MAR,375,44017,31039,,,11300,,,false
