id mostra,depuradora,LD(CG/L),N1(CG/L),N2(CG/L),IP4(CG/L),E(CG/L),Cabal últimes 24h(m3),Pluja(mm),Observacions,Valor puntual
DMOF-2021-01-04,MONTFERRER,143,92063,42128,,,1779,0,,false
DMOF-2021-01-12,MONTFERRER,171,236541,299560,,,,,,false
DMOF-2021-01-18,MONTFERRER,143,50743,67843,,,1998,0,,false
DMOF-2021-01-25,MONTFERRER,171,108797,60233,,,,,,false
DMOF-2021-02-01,MONTFERRER,143,12264,20531,,,2392,30,,false
DMOF-2021-02-08,MONTFERRER,171,17845,28748,,,1821,30,,false
DMOF-2021-02-15,MONTFERRER,143,6600,869,,,2309,0,,false
DMOF-2021-02-23,MONTFERRER,171,726,1325,,,,,,false
DMOF-2021-03-01,MONTFERRER,286,74283,66607,,,1020,0,,false
DMOF-2021-03-08,MONTFERRER,171,336601,642482,,,2280,0,,false
DMOF-2021-03-15,MONTFERRER,286,137262,76571,,,2291,0,,false
DMOF-2021-03-22,MONTFERRER,171,51789,41226,,,2403,0,,false
DMOF-2021-03-29,MONTFERRER,143,51876,2589,,,4878,0,,false
DMOF-2021-04-05,MONTFERRER,171,11902,171,,,4416,0,,false
DMOF-2021-04-12,MONTFERRER,143,48649,38284,,,3569,0,,false
DMOF-2021-04-19,MONTFERRER,171,16744,23868,,,4171,0,,false
DMOF-2021-04-26,MONTFERRER,143,51321,23165,,,4569,20,,false
DMOF-2021-05-03,MONTFERRER,327,123291,77261,,,2050,0,,false
DMOF-2021-05-10,MONTFERRER,200,6944,200,,,1145,10,,false
DMOF-2021-05-17,MONTFERRER,250,10301,4462,,,3365,0,,false
DMOF-2021-05-24,MONTFERRER,200,8949,4822,,,4981,0,,false
DMOF-2021-05-31,MONTFERRER,260,260,260,,,2719,20,,false
DMOF-2021-06-07,MONTFERRER,200,15097,29489,,,4757,20,,false
DMOF-2021-06-14,MONTFERRER,200,200,200,,,4686,0,,false
DMOF-2021-06-21,MONTFERRER,200,200,200,,,6065,0,,false
DMOF-2021-06-28,MONTFERRER,200,200,3348,,,5336,0,,true
DMOF-2021-07-05,MONTFERRER,200,133581,92184,,,4800,0,,false
DMOF-2021-07-12,MONTFERRER,384,276630,298119,,,4975,0,Canvi metodològic,false
DMOF-2021-07-19,MONTFERRER,288,319161,288592,,,4652,0,,false
DMOF-2021-07-26,MONTFERRER,262,30595,43425,,,4727,0,,false
DMOF-2021-08-02,MONTFERRER,328,15431,10586,,,3821,10,,false
DMOF-2021-08-09,MONTFERRER,280,7400,14593,,,4195,0,,false
DMOF-2021-08-16,MONTFERRER,256,3888,6697,,,4271,0,,false
DMOF-2021-08-23,MONTFERRER,232,11635,10638,,,3654,10,,false
DMOF-2021-08-30,MONTFERRER,240,12220,2840,,,2571,30,,false
DMOF-2021-09-06,MONTFERRER,228,228,3375,,,2337,0,,false
DMOF-2021-09-13,MONTFERRER,280,11283,280,,,4609,0,,false
DMOF-2021-09-20,MONTFERRER,352,352,352,,,5195,10,,false
DMOF-2021-09-27,MONTFERRER,352,352,352,,,4120,0,,false
DMOF-2021-10-04,MONTFERRER,344,23968,22355,,,4197,0,,false
DMOF-2021-10-12,MONTFERRER,408,2136,6746,,,4432,0,,false
DMOF-2021-10-18,MONTFERRER,384,7478,25780,,,4379,0,,false
DMOF-2021-10-26,MONTFERRER,400,1410,1489,,,,,,false
DMOF-2021-11-02,MONTFERRER,416,416,4869,,,,,,false
DMOF-2021-11-08,MONTFERRER,392,17572,5839,,,2663,0,,false
DMOF-2021-11-15,MONTFERRER,320,151722,37864,,,2477,0,,false
DMOF-2021-11-22,MONTFERRER,392,15408,4571,,,1792,20,,false
DMOF-2021-11-29,MONTFERRER,304,117217,121064,,,2625,10,,false
DMOF-2021-12-08,MONTFERRER,392,89424,92503,,,2573,10,,false
DMOF-2021-12-13,MONTFERRER,640,2201486,3220737,,,2419,0,,false
DMOF-2021-12-20,MONTFERRER,352,402910,264083,,,2217,0,,false
DMOF-2021-12-27,MONTFERRER,272,119765,191678,,,2365,0,,false
DMOF-2022-01-03,MONTFERRER,336,74020,64012,,,2463,0,,false
DMOF-2022-01-10,MONTFERRER,352,1582099,656940,,,2661,0,,false
DMOF-2022-01-17,MONTFERRER,360,213199,376634,,,2369,10,,false
DMOF-2022-01-24,MONTFERRER,320,1855760,1192714,,,2333,0,,false
DMOF-2022-01-31,MONTFERRER,344,191676,405100,,,2392,0,,false
DMOF-2022-02-07,MONTFERRER,424,315652,1285992,,,,,,false
DMOF-2022-02-14,MONTFERRER,328,73412,120136,,,,,,false
DMOF-2022-02-21,MONTFERRER,288,97118,164748,,,,,,false
DMRT-2020-07-06,MARTORELL,148,148,,148,148,8379,0,,false
DMRT-2020-07-13,MARTORELL,148,148,,148,148,7907,,,false
DMRT-2020-07-20,MARTORELL,148,353,,458,148,8532,0,,false
DMRT-2020-07-27,MARTORELL,148,413,,1280,148,7738,0,,false
DMRT-2020-08-03,MARTORELL,148,2873,,148,,7982,0,Valor Puntual,false
DMRT-2020-08-10,MARTORELL,148,5838,,532,,6716,0,,false
DMRT-2020-08-17,MARTORELL,148,15558,,98219,,6998,,,false
DMRT-2020-08-24,MARTORELL,667,2009802,,5127164,,6681,0,Canvi metodològic,false
DMRT-2020-08-31,MARTORELL,667,128529,,492980,,7295,0,,false
DMRT-2020-09-07,MARTORELL,667,344513,,249728,,8967,9,,false
DMRT-2020-09-14,MARTORELL,833,85255,,12575,,7790,0,,false
DMRT-2020-09-21,MARTORELL,667,443857,,136396,,8534,2,,false
DMRT-2020-09-28,MARTORELL,833,115361,,52261,,7522,0,,false
DMRT-2020-10-05,MARTORELL,833,2953963,,756235,,7459,0,,false
DMRT-2020-10-12,MARTORELL,667,1822170,,257305,,7018,0,,false
DMRT-2020-10-19,MARTORELL,833,4943306,,1554607,,7521,0,,false
DMRT-2020-10-26,MARTORELL,667,6630398,,208284,,7588,0,,false
DMRT-2020-11-02,MARTORELL,900,8157364,,981433,,7465,0,,false
DMRT-2020-11-09,MARTORELL,833,566594,,151606,,8617,0,,false
DMRT-2020-11-16,MARTORELL,833,1466195,,1210073,,8644,0,,false
DMRT-2020-11-23,MARTORELL,833,662117,,165005,,8560,0,,false
DMRT-2020-11-30,MARTORELL,667,1303134,,1852554,,8144,0,,false
DMRT-2020-12-08,MARTORELL,667,1653461,,533876,,7245,0,,false
DMRT-2020-12-14,MARTORELL,667,1947883,,314417,,8270,0,,false
DMRT-2020-12-21,MARTORELL,667,1004413,,261490,,8027,0,,false
DMRT-2020-12-28,MARTORELL,833,949349,,404506,,7799,17,,false
DMRT-2021-01-04,MARTORELL,833,4010491,,1247060,,7551,0,,false
DMRT-2021-01-11,MARTORELL,900,2945095,,988517,,8764,0,,false
DMRT-2021-01-18,MARTORELL,833,2032088,,5039518,,8618,0,,false
DMRT-2021-01-25,MARTORELL,833,901558,,1079071,,8472,0,,false
DMRT-2021-02-01,MARTORELL,667,1674187,,1216870,,8783,0,,false
DMRT-2021-02-08,MARTORELL,667,1223593,,307125,,9738,1,,false
DMRT-2021-02-15,MARTORELL,767,755856,,340428,,8515,0.1,,false
DMRT-2021-02-22,MARTORELL,667,552437,,756055,,14684,15,,false
DMRT-2021-03-01,MARTORELL,833,308075,,10888,,8618,0,,false
DMRT-2021-03-08,MARTORELL,767,150032,,12192,,8588,1,,false
DMRT-2021-03-15,MARTORELL,833,1656890,,75695,,8605,0,Repetida dues vegades,false
DMRT-2021-03-22,MARTORELL,667,444167,,1951,,8513,0,,false
DMRT-2021-03-29,MARTORELL,667,365562,,3804,,8044,0,,false
DMRT-2021-04-05,MARTORELL,833,149919,,,,7255,0,,false
DMRT-2021-04-05,MARTORELL,1667,,,169892,,7255,0,,false
DMRT-2021-04-12,MARTORELL,933,247617,,10534,,8926,0,,false
DMRT-2021-04-19,MARTORELL,700,57991,,105398,,8051,17.2,,false
DMRT-2021-04-26,MARTORELL,800,144940,,90074,,10222,10,,false
DMRT-2021-05-03,MARTORELL,700,90516,,173053,,8081,18.1,,false
DMRT-2021-05-10,MARTORELL,767,72576,,26116,,8118,0,,false
DMRT-2021-05-17,MARTORELL,667,43417,,905,,7940,0,,false
DMRT-2021-05-24,MARTORELL,933,185723,,8259,,7924,0,,false
DMRT-2021-05-31,MARTORELL,733,303891,,142764,,7526,0,,false
DMRT-2021-06-07,MARTORELL,667,37699,,6667,,7610,0,,false
DMRT-2021-06-14,MARTORELL,833,68790,,9396,,8024,19,,false
DMRT-2021-06-21,MARTORELL,967,60338,,10891,,7346,,,false
DMRT-2021-06-28,MARTORELL,833,73551,,18753,,7362,0,,false
DMRT-2021-07-05,MARTORELL,1533,597758,,194182,,5720,19,,false
DMRT-2021-07-12,MARTORELL,1467,1067230,,406585,,7660,0,,false
DMRT-2021-07-19,MARTORELL,1800,1071577,,276672,,7135,0,,false
DMRT-2021-07-26,MARTORELL,1467,460028,,122304,,7924,6,,false
DMRT-2021-08-02,MARTORELL,1600,941019,,245602,,7092,0,,false
DMRT-2021-08-09,MARTORELL,1467,1617399,,1741961,,6354,0,,false
DMRT-2021-08-16,MARTORELL,1667,319271,,220539,,6158,0,,false
DMRT-2021-08-23,MARTORELL,1600,761870,,1620706,,6758,0,,false
DMRT-2021-08-30,MARTORELL,1533,377013,,333127,,,0,,false
DMRT-2021-09-06,MARTORELL,1467,226754,,24353,,7116,0,,false
DMRT-2021-09-13,MARTORELL,1533,163357,,32045,,7148,0,,false
DMRT-2021-09-20,MARTORELL,1667,427804,,163685,,7612,0,,false
DMRT-2021-09-27,MARTORELL,1800,60768,,32945,,7314,0,,false
DMRT-2021-10-04,MARTORELL,1667,91034,,27915,,9068,3,,false
DMRT-2021-10-18,MARTORELL,1667,66748,,13524,,7402,0,,false
DMRT-2021-10-25,MARTORELL,1667,71068,,1667,,7562,0,,false
DMRT-2021-11-01,MARTORELL,1867,68422,,15498,,,,,false
DMRT-2021-11-08,MARTORELL,1933,147644,,66073,,7242,0,,false
DMRT-2021-11-15,MARTORELL,1733,252855,,286578,,7936,0,,false
DMRT-2021-11-22,MARTORELL,1800,457793,,1206298,,7394,0,,false
DMRT-2021-11-29,MARTORELL,1933,372272,,116880,,7594,0,,false
DMRT-2021-12-06,MARTORELL,1533,606677,,254273,,,,,false
DMRT-2021-12-13,MARTORELL,2000,2100375,,486162,,7096,0,,false
DMRT-2021-12-20,MARTORELL,1867,2226155,,987237,,6865,0,,false
DMRT-2021-12-27,MARTORELL,2133,2507516,,2281478,,6860,0,,false
DMRT-2022-01-03,MARTORELL,1800,2311325,,1435012,,6863,0,,false
DMRT-2022-01-10,MARTORELL,2000,1718703,,1502544,,7179,0,,false
DMRT-2022-01-17,MARTORELL,1867,1540554,,589655,,,,,false
DMRT-2022-01-24,MARTORELL,1400,896752,,957575,,7846,0,,false
DMRT-2022-01-31,MARTORELL,1867,1093681,,322251,,7731,0,,false
DMRT-2022-02-07,MARTORELL,1933,1628707,,375567,,7648,0,,false
DMRT-2022-02-14,MARTORELL,1533,256584,,87119,,7827,0,,false
DMRT-2022-02-21,MARTORELL,1733,105454,,40756,,7828,0,,false
DOLO-2020-07-06,OLOT,457,1632,,,457,16839,0,,false
DOLO-2020-07-13,OLOT,343,7091,,,343,17244,5,,false
DOLO-2020-07-20,OLOT,714,71289,9755,,,15254,0,,false
DOLO-2020-07-27,OLOT,300,1939,719,,,16319,0,,false
DOLO-2020-08-03,OLOT,321,3144,1335,,,15679,0,,false
DOLO-2020-08-10,OLOT,964,19900,964,,,14482,0,,false
DOLO-2020-08-17,OLOT,964,10910,3034,,,14575,0.2,,false
DOLO-2020-08-24,OLOT,536,4561,536,,,14268,0,,true
DOLO-2020-08-31,OLOT,321,321,321,,,15421,0,,false
DOLO-2020-09-08,OLOT,407,4975,407,,,,,,true
DOLO-2020-09-14,OLOT,536,904,1291,,,15492,0,,false
DOLO-2020-09-21,OLOT,214,7292,9770,,,17418,30,,false
DOLO-2020-09-28,OLOT,289,3612,8239,,,14833,0,,false
DOLO-2020-10-05,OLOT,664,23346,26321,,,15451,0,,false
DOLO-2020-10-12,OLOT,214,5138,5315,,,13860,0,,false
DOLO-2020-10-19,OLOT,214,21270,20004,,,17566,0,,false
DOLO-2020-10-26,OLOT,375,60688,59874,,,15594,0,,false
DOLO-2020-11-02,OLOT,225,28141,10555,,,15009,0,,false
DOLO-2020-11-09,OLOT,214,7307,6957,,,15253,0,,false
DOLO-2020-11-16,OLOT,193,5619,13558,,,14555,0,,false
DOLO-2020-11-23,OLOT,171,33673,35522,,,13066,0,,false
DOLO-2020-11-30,OLOT,182,30081,49813,,,19846,0,,false
DOLO-2020-12-08,OLOT,225,35079,7897,,,14477,0,,false
DOLO-2020-12-14,OLOT,225,3400,5937,,,15746,0,,false
DOLO-2020-12-21,OLOT,257,2842,8083,,,15358,0,,false
DOLO-2020-12-28,OLOT,193,10825,3876,,,14137,0,,false
DOLO-2021-01-04,OLOT,257,6297,11251,,,13666,0,,false
DOLO-2021-01-11,OLOT,161,8377,9627,,,17271,0,,false
DOLO-2021-01-18,OLOT,225,68085,43576,,,16384,0,,false
DOLO-2021-02-01,OLOT,193,82514,84115,,,16112,0,,false
DOLO-2021-02-08,OLOT,214,19206,46047,,,16664,8,,false
DOLO-2021-02-15,OLOT,214,43237,45484,,,15357,0,,false
DOLO-2021-02-22,OLOT,166,8706,20340,,,20108,19,,false
DOLO-2021-03-01,OLOT,193,22034,9792,,,15781,0,,false
DOLO-2021-03-08,OLOT,236,7351,6986,,,16748,0,,false
DOLO-2021-03-15,OLOT,236,16244,9260,,,17077,0,,false
DOLO-2021-03-22,OLOT,257,20211,33562,,,15407,0,,false
DOLO-2021-03-29,OLOT,268,49079,105923,,,14822,0,,false
DOLO-2021-04-05,OLOT,246,38263,22822,,,10413,0,,false
DOLO-2021-04-12,OLOT,482,82606,61626,,,15230,0,,false
DOLO-2021-04-19,OLOT,375,44953,22935,,,14097,0,,false
DOLO-2021-04-26,OLOT,375,62871,128526,,,16608,9,,false
DOLO-2021-05-03,OLOT,375,10356,54192,,,17416,0,,false
DOLO-2021-05-10,OLOT,375,42121,22049,,,16732,3,,false
DOLO-2021-05-17,OLOT,375,13153,5303,,,14976,6,,false
DOLO-2021-05-24,OLOT,375,45003,10507,,,14783,0,,false
DOLO-2021-05-31,OLOT,429,3345,4360,,,14650,0,,false
DOLO-2021-06-07,OLOT,1181,23299,18244,,,16398,10,,false
DOLO-2021-06-14,OLOT,375,9016,5089,,,15132,0,,false
DOLO-2021-06-21,OLOT,375,34267,2979,,,14355,0,,false
DOLO-2021-06-28,OLOT,438,53697,9273,,,13875,0,,false
DOLO-2021-07-05,OLOT,375,274359,304824,,,14148,0,,false
DOLO-2021-07-12,OLOT,375,6914,1249,,,12637,5,,false
DOLO-2021-07-19,OLOT,375,23486,5905,,,13558,0,,false
DOLO-2021-07-26,OLOT,400,20740,10706,,,14573,5,,false
DOLO-2021-08-02,OLOT,375,6289,4786,,,15952,30,,false
DOLO-2021-08-16,OLOT,394,2677,4413,,,13067,0,,false
DOLO-2021-08-30,OLOT,375,14222,1274,,,15025,6,,false
DOLO-2021-09-13,OLOT,406,3618,9494,,,15740,0,,false
DOLO-2021-09-21,OLOT,688,8076,10333,,,17628,0,,false
DOLO-2021-09-27,OLOT,438,14356,1438,,,14668,0,,false
DOLO-2021-10-04,OLOT,375,8663,782,,,19066,8,,false
DOLO-2021-10-13,OLOT,375,845,1081,,,13892,0,,false
DOLO-2021-10-18,OLOT,375,1597,1344,,,14278,0,,false
DOLO-2021-10-25,OLOT,563,10424,939,,,14773,0,,false
DOLO-2021-11-02,OLOT,500,500,500,,,15024,0,,false
DOLO-2021-11-08,OLOT,475,49822,27066,,,13796,0,,false
DOLO-2021-11-15,OLOT,550,36276,2592,,,15421,0,,false
DOLO-2021-11-22,OLOT,1250,9403,8465,,,,0,,false
DOLO-2021-11-29,OLOT,375,2279,5203,,,16007,0,,false
DOLO-2021-12-08,OLOT,813,128989,136815,,,14493,0,,false
DOLO-2021-12-13,OLOT,375,35059,9687,,,14911,0,,false
DOLO-2021-12-20,OLOT,375,5031,2024,,,14744,0,,false
DOLO-2021-12-27,OLOT,375,34281,,,,13632,0,,false
DOLO-2022-01-03,OLOT,375,81199,,,,14243,0,,false
DOLO-2022-01-10,OLOT,375,13543,,,,13675,0,,false
DOLO-2022-01-17,OLOT,375,65783,65982,,,13817,0,,false
DOLO-2022-01-24,OLOT,375,74718,23604,,,14088,0,,false
DOLO-2022-01-31,OLOT,375,32582,4923,,,13797,0,,false
DOLO-2022-02-07,OLOT,375,68281,2071,,,13593,0,,false
DOLO-2022-02-14,OLOT,375,16571,4141,,,13911,0,,false
DOLO-2022-02-21,OLOT,375,8129,3367,,,13697,0,,false
DPAM-2020-07-13,PALAMÓS,400,400,,,400,18943,0,,false
DPAM-2020-07-27,PALAMÓS,193,193,193,,,25137,0,,false
DPAM-2020-08-10,PALAMÓS,375,4155,375,,,23558,0,,true
DPAM-2020-08-24,PALAMÓS,321,5940,321,,,20431,0,,true
DPAM-2020-09-07,PALAMÓS,257,8723,756,,,18499,0,,false
DPAM-2020-09-21,PALAMÓS,429,429,709,,,14708,0,,true
DPAM-2020-10-05,PALAMÓS,321,2277,9909,,,13964,0,,false
DPAM-2020-10-19,PALAMÓS,750,100305,180076,,,13467,0,,false
DPAM-2020-10-26,PALAMÓS,536,105505,229456,,,14221,0,,false
DPAM-2020-11-02,PALAMÓS,279,62351,65159,,,12976,0,,false
DPAM-2020-11-09,PALAMÓS,268,13559,21134,,,13165,0,,false
DPAM-2020-11-16,PALAMÓS,279,4040,12328,,,13225,0,,false
DPAM-2020-11-23,PALAMÓS,364,101148,159131,,,12869,0,,false
DPAM-2020-11-30,PALAMÓS,375,36117,76850,,,17858,0,,false
DPAM-2020-12-08,PALAMÓS,407,27724,10634,,,16007,0,,false
DPAM-2020-12-14,PALAMÓS,257,14565,16865,,,13876,0,,false
DPAM-2020-12-21,PALAMÓS,279,23471,18888,,,12309,0,,false
DPAM-2020-12-28,PALAMÓS,257,40518,28564,,,12573,0,,false
DPAM-2021-01-04,PALAMÓS,257,66382,80181,,,12785,0,,false
DPAM-2021-01-11,PALAMÓS,257,16672,115956,,,15786,0,,false
DPAM-2021-01-18,PALAMÓS,257,37661,25781,,,12062,0,,false
DPAM-2021-02-01,PALAMÓS,257,24088,22999,,,13460,0,,false
DPAM-2021-02-08,PALAMÓS,257,4703,6631,,,16531,0,,false
DPAM-2021-02-15,PALAMÓS,268,4134,7820,,,14132,0,,false
DPAM-2021-02-22,PALAMÓS,257,9492,13271,,,14246,0,,false
DPAM-2021-03-01,PALAMÓS,257,5297,4549,,,15422,0,,false
DPAM-2021-03-08,PALAMÓS,257,2108,3660,,,18009,0,,false
DPAM-2021-03-15,PALAMÓS,257,7791,3406,,,13002,0,,false
DPAM-2021-03-22,PALAMÓS,257,3915,4242,,,13180,0,,false
DPAM-2021-03-29,PALAMÓS,257,9828,1670,,,,,,false
DPAM-2021-04-05,PALAMÓS,257,47074,4824,,,14688,0,,false
DPAM-2021-04-12,PALAMÓS,321,6897,18061,,,13957,0,,false
DPAM-2021-04-19,PALAMÓS,400,47326,67856,,,13039,0,,false
DPAM-2021-04-26,PALAMÓS,375,173540,59268,,,,,,false
DPAM-2021-05-03,PALAMÓS,375,69338,17782,,,14648,0,,false
DPAM-2021-05-10,PALAMÓS,375,6969,10456,,,14905,0,,false
DPAM-2021-05-17,PALAMÓS,375,1889,11617,,,13569,0,,false
DPAM-2021-05-24,PALAMÓS,375,103621,119696,,,14370,0,,false
DPAM-2021-05-31,PALAMÓS,500,47041,87193,,,13738,0,,false
DPAM-2021-06-07,PALAMÓS,375,1579,3903,,,13960,0,,false
DPAM-2021-06-14,PALAMÓS,375,375,375,,,14570,0,,false
DPAM-2021-06-21,PALAMÓS,375,375,375,,,14706,0,,false
DPAM-2021-07-05,PALAMÓS,375,401578,317337,,,15755,0,,false
DPAM-2021-07-19,PALAMÓS,375,59507,21669,,,17771,0,,false
DPAM-2021-08-02,PALAMÓS,400,18802,6088,,,22052,0,,false
DPAM-2021-08-16,PALAMÓS,375,945,375,,,22168,0,,false
DPAM-2021-08-30,PALAMÓS,375,5140,459,,,17674,0,,false
DPAM-2021-09-13,PALAMÓS,375,3013,2118,,,14627,0,,false
DPAM-2021-09-27,PALAMÓS,375,375,2555,,,11807,0,,false
DPAM-2021-10-04,PALAMÓS,375,375,9064,,,17823,0,,false
DPAM-2021-10-13,PALAMÓS,375,375,1351,,,13213,0,,true
DPAM-2021-10-18,PALAMÓS,438,438,438,,,9369,0,,false
DPAM-2021-10-25,PALAMÓS,500,500,500,,,12445,0,,false
DPAM-2021-11-02,PALAMÓS,375,375,574,,,17499,0,,false
DPAM-2021-11-08,PALAMÓS,375,375,3756,,,12256,0,,false
DPAM-2021-11-15,PALAMÓS,850,49444,52104,,,13309,0,,false
DPAM-2021-11-22,PALAMÓS,375,5102,3272,,,,,,false
DPAM-2021-11-29,PALAMÓS,375,4417,1484,,,15663,0,,false
DPAM-2021-12-08,PALAMÓS,438,30410,16659,,,14113,0,,false
DPAM-2021-12-13,PALAMÓS,375,44424,15712,,,14053,0,,false
DPAM-2021-12-20,PALAMÓS,375,23965,30181,,,11709,0,,false
DPAM-2021-12-27,PALAMÓS,375,16619,,,,13568,0,,false
DPAM-2022-01-03,PALAMÓS,375,249080,,,,12563,0,,false
DPAM-2022-01-10,PALAMÓS,375,64030,,,,19045,0,,false
DPAM-2022-01-17,PALAMÓS,375,39422,67644,,,11798,0,,false
DPAM-2022-01-24,PALAMÓS,375,1015666,338536,,,12778,0,,false
DPAM-2022-01-31,PALAMÓS,375,132451,71059,,,12451,0,,false
DPAM-2022-02-07,PALAMÓS,375,44926,11450,,,14706,0,,false
DPAM-2022-02-14,PALAMÓS,375,10724,6009,,,16369,0,,false
DPDL-2020-07-06,PRAT_DE_LLOBREGAT_EL,100,100,,100,100,227360,0,,false
DPDL-2020-07-13,PRAT_DE_LLOBREGAT_EL,148,3234,,166,148,213456,0.5,,false
DPDL-2020-07-20,PRAT_DE_LLOBREGAT_EL,148,10293,,2244,148,233112,0,,false
DPDL-2020-07-27,PRAT_DE_LLOBREGAT_EL,148,16479,,23135,148,226127,0,,false
DPDL-2020-08-03,PRAT_DE_LLOBREGAT_EL,148,606,,148,,242497,0,,false
DPDL-2020-08-10,PRAT_DE_LLOBREGAT_EL,148,30006,,186,,198944,0,,false
DPDL-2020-08-17,PRAT_DE_LLOBREGAT_EL,148,148,,227788,,212168,0,,false
DPDL-2020-08-24,PRAT_DE_LLOBREGAT_EL,833,425742,,697871,,193632,0,Canvi metodològic,false
DPDL-2020-08-31,PRAT_DE_LLOBREGAT_EL,667,432655,,394883,,194551,0,,false
DPDL-2020-09-07,PRAT_DE_LLOBREGAT_EL,667,378665,,646193,,249858.28,0,,false
DPDL-2020-09-14,PRAT_DE_LLOBREGAT_EL,667,490046,,555584,,227665.85,0,,false
DPDL-2020-09-21,PRAT_DE_LLOBREGAT_EL,667,805419,,523789,,288481,0,,false
DPDL-2020-09-28,PRAT_DE_LLOBREGAT_EL,833,324454,,55254,,216423,0,,false
DPDL-2020-10-05,PRAT_DE_LLOBREGAT_EL,833,719081,,161218,,216000,0,,false
DPDL-2020-10-12,PRAT_DE_LLOBREGAT_EL,667,1026636,,96372,,231869,0,,false
DPDL-2020-10-19,PRAT_DE_LLOBREGAT_EL,833,1635333,,151476,,239834,0,,false
DPDL-2020-10-26,PRAT_DE_LLOBREGAT_EL,833,2665057,,171846,,239834,0,,false
DPDL-2020-11-02,PRAT_DE_LLOBREGAT_EL,833,7251177,,687315,,197152,0,,false
DPDL-2020-11-09,PRAT_DE_LLOBREGAT_EL,1333,819995,,102947,,199518,0,Molta materia suspensió en conseqüència molta inhibició particularment IP4,false
DPDL-2020-11-16,PRAT_DE_LLOBREGAT_EL,833,881574,,253606,,190318,0,Molta materia suspensió en conseqüència molta inhibició particularment IP4,false
DPDL-2020-11-23,PRAT_DE_LLOBREGAT_EL,833,449751,,120279,,202089,0,Molta materia suspensió en conseqüència molta inhibició particularment IP4,false
DPDL-2020-11-30,PRAT_DE_LLOBREGAT_EL,1000,546709,,30846,,229811,0,,false
DPDL-2020-12-08,PRAT_DE_LLOBREGAT_EL,667,496086,,63410,,166400,0,Molta materia suspensió en conseqüència molta inhibició particularment IP4,false
DPDL-2020-12-14,PRAT_DE_LLOBREGAT_EL,667,934076,,20240,,179309.26,0,Molta materia suspensió en conseqüència molta inhibició particularment IP4,false
DPDL-2020-12-21,PRAT_DE_LLOBREGAT_EL,833,1751017,,372524,,221611.14,0,Molta materia suspensió en conseqüència molta inhibició particularment IP4,false
DPDL-2020-12-28,PRAT_DE_LLOBREGAT_EL,833,752401,,205006,,215696,0,Molta materia suspensió en conseqüència molta inhibició particularment IP4,false
DPDL-2021-01-04,PRAT_DE_LLOBREGAT_EL,1000,1686416,,152924,,203705,0,Molta materia suspensió,false
DPDL-2021-01-11,PRAT_DE_LLOBREGAT_EL,1167,6890482,,1352158,,213122,0,Molta materia suspensió,false
DPDL-2021-01-18,PRAT_DE_LLOBREGAT_EL,833,2888376,,899174,,212842,0,,false
DPDL-2021-01-25,PRAT_DE_LLOBREGAT_EL,867,1529126,,656716,,218744,0,,false
DPDL-2021-02-01,PRAT_DE_LLOBREGAT_EL,1000,1865310,,762739,,192140,0,Molt material en suspensió,false
DPDL-2021-02-08,PRAT_DE_LLOBREGAT_EL,667,1436039,,105329,,269713,0,Molt material en suspensió,false
DPDL-2021-02-15,PRAT_DE_LLOBREGAT_EL,1000,1630252,,21420,,230830,0,Molt material en suspensió. IP4 repetida i continua inhibició.,false
DPDL-2021-02-22,PRAT_DE_LLOBREGAT_EL,1000,895831,,237144,,239644,0,Molt material en suspensió. IP4 repetida i continua inhibició.,false
DPDL-2021-03-01,PRAT_DE_LLOBREGAT_EL,833,785576,,8333,,221754,0,Molt material en suspensió. IP4 repetida i continua inhibició.,false
DPDL-2021-03-08,PRAT_DE_LLOBREGAT_EL,1600,1113928,,782740,,229770,0,Molt material en suspensió,false
DPDL-2021-03-15,PRAT_DE_LLOBREGAT_EL,1833,720884,,8510,,191340,0,Molt material en suspensió i espessa,false
DPDL-2021-03-22,PRAT_DE_LLOBREGAT_EL,1000,727593,,63516,,179180,0,Molt material en suspensió,false
DPDL-2021-03-29,PRAT_DE_LLOBREGAT_EL,1500,1393986,,271526,,193572,0,Molt material en suspensió,false
DPDL-2021-04-05,PRAT_DE_LLOBREGAT_EL,1067,449618,,,,197253,0,Molt material en suspensió,false
DPDL-2021-04-05,PRAT_DE_LLOBREGAT_EL,2133,,,222013,,197253,0,Molt material en suspensió,false
DPDL-2021-04-12,PRAT_DE_LLOBREGAT_EL,900,351437,,10564,,233406,0,Molt material en suspensió,false
DPDL-2021-04-19,PRAT_DE_LLOBREGAT_EL,767,195285,,40831,,241054,0,Molt material en suspensió,false
DPDL-2021-04-26,PRAT_DE_LLOBREGAT_EL,833,334999,,14701,,245060,0,Molt material en suspensió,false
DPDL-2021-05-03,PRAT_DE_LLOBREGAT_EL,800,138908,,5970,,216933,0,Molt material en suspensió,false
DPDL-2021-05-10,PRAT_DE_LLOBREGAT_EL,833,118071,,967,,204436,0,Molt material en suspensió,false
DPDL-2021-05-17,PRAT_DE_LLOBREGAT_EL,800,51005,,800,,200269,0,Molt material en suspensió,false
DPDL-2021-05-24,PRAT_DE_LLOBREGAT_EL,833,187238,,68825,,173635,0,Molt material en suspensió,false
DPDL-2021-05-31,PRAT_DE_LLOBREGAT_EL,1233,73445,,11124,,194628,0,Molt material en suspensió,false
